date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Nov 07 2019 07:27:10 GMT-0500 (Eastern Standard Time), Senior Software Engineer,"Chicago, IL",Current Employee ,High quality work is rewarded,I have been working at Citadel full-time for more than 10 years,5,Opportunity to work on projects from start to finish and have a big impact. The organizational structure is flat and you are able to create your own solutions to problems and execute on them. Development cycles are short and you can see the business impact of your work quickly. The business is highly focused on technology and your ability to deliver quality solutions is valued and rewarded.,"With the opportunity to create high value work, come high expectations. This is not a place where you can sit back behind the scenes and simply punch tickets.",,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 26 2019 21:07:46 GMT-0500 (Eastern Standard Time), Researcher,,Former Employee ,It is very hard for female employee to get pregnant here,I worked at Citadel full-time for more than 3 years,4,"good salary, although long-hour work hours","Female employees are not brave enough to get pregnant while she is working here. Boss tries best to give pressure to employee. If she is pregnant and works under boss's terrible attitude, the new baby is definitely a weirdo.",,1.0,,,,,,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Nov 06 2019 20:00:04 GMT-0500 (Eastern Standard Time), Quantitative Research Analyst,"Chicago, IL",Current Employee ,Smart People. Meritocracy.,I have been working at Citadel full-time for more than 3 years,1,"I have been a member of GQS (Global Quantitative Strategies) for several years. Overall, Citadel is a great place to work as a quantitative researcher. You are surrounded by smart people with different expertise and are constantly challenged by different projects. The learning opportunities from managers and colleagues are great. What I value the most is that Citadel truly values and executes meritocracy. Junior members take ownership of their projects and can make a big impact. I’m able to drive results and contribute directly to the business, which are both valuable experiences.","Not necessarily a con, but keeping intellectual property across different teams and units can be little unfamiliar to some researchers or engineers. However, it is inevitable given the nature of business. Overall, I find that the working environment is collaborative.","We're glad to hear that you%E2%80%99re building a successful career on the Global Quantitative Strategies team at Citadel. We're committed to empowering elite colleagues, like yourself, to reach your full potential. Based on this commitment, we%E2%80%99ll continue to invest in the resources and culture that you and your colleagues need to succeed. Thank you for being an important member of our team.",5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Nov 19 2019 00:33:31 GMT-0500 (Eastern Standard Time), Engineer,"Chicago, IL",Former Employee ,Great Food,I worked at Citadel full-time for more than a year,0,Catered food. Safe work area.,"Parking is ridiculously expensive. Illinois is cold, very cold.",,4.0,2.0,4.0,5.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Oct 16 2019 08:57:29 GMT-0400 (Eastern Daylight Time), Data Production Analyst,"Chicago, IL",Current Employee ,Every Opportunity to Succeed,I have been working at Citadel full-time for more than 10 years,1,"Regardless of your role, you will be given every resource you need to not only meet your team’s mandate, but to grow and progress your own career. You will find that top-tier talent is easily approachable, willing to collaborate, and often within arms-reach of you. The work you produce is valued and your opinions on implementation will be heard if you can sufficiently support your view. Employees who reach a point where they feel stuck in their career, or have a desire to seek out new challenges, have options. Those who have proven they can exceed expectations are given every opportunity to explore other areas of the firm where they may add value. Management recognizes this and is fully supportive of internal moves that better align employees with their core skills and interests. It is also a firm where your work has an immediate and tangible impact and you can quickly become the owner of a high-value process. This extends to work that may on the surface appear to be somewhat trivial but supports a critical function at the firm. Front-office colleagues and investment teams take pride in the hard work being done at every level and will often go out of their way to recognize individuals who continually deliver. There is constant focus on finding and working with cutting edge (not bleeding edge) technology that better positions the firm to succeed, and there is an underlying expectation that you will scrutinize and review prior implementations. There are endless complex problems to be solved and this seems to really foster a culture of innovation.","While the resources and opportunities are endless, it is ultimately up to you to determine how to best leverage them. No one is going to give you a full roadmap on how to navigate your role and grow your skillset. This can often be a challenge for those who thrive on structure or have a more traditional view of how their career should progress. Citadel is also constantly evolving and pushing the limits at all levels and this can be daunting for people who might not enjoy changing requirements, context-shifting or re-engineering recently completed work. Expectations are accordingly high, and this can sometime be overwhelming for employees who aren’t deeply invested in the task or problem at hand. Lastly, for central or common roles where there is no PnL tied directly to your name, finding ways to add value that can be quantified is always challenge, particularly for those that don’t have an interest in finance or fully appreciate what the main function of the firm it (or have a desire to learn it).",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 03 2019 19:41:35 GMT-0400 (Eastern Daylight Time), Software Engineer,,Current Employee ,"Fast Paced, Lots of Responsibilities",I have been working at Citadel full-time for more than a year,2,"Citadel is a great place to work for someone without too much experience in the industry. You can make an impact right away and have ownership over your projects. This comes with more responsibilities and you get to interact with the stakeholders of your work. Having ownership means that you can see your project from initial design through to production. Since the people that use the software that you build are internal clients, you get feedback constantly, resulting in a fast paced iteration process. You will be learning alot really quickly and get to develop not only technical skills, but also communication, leadership, and financial skills. teams are generally pretty small and generally collaborative. The company has a very flat sturcture and results oriented. As a junior developer, quant, or trader, you have many opportunities to interact with leaders in management across different functions.","Citadel is split among different businesses. As an engineer, you will be supporting traders and researchers who generate money for those businesses. Not all the businesses have the same culture and thus team experiences could differ. This also means that there will be a team with a business need and culture that you will find compelling. Some teams' work life balance isn't too great and do work very long hours. Usually it is because the projects they work on are very time sensitive and high margin. Turnover is relatively high as some new people may not fit in well with the team and/or business.",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 28 2019 09:57:50 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Horrible Culture Masked with Free Food and High Pay,I have been working at Citadel full-time for more than 3 years,25,Free breakfast and lunch provided so you stay at your desk. Supposed flexible schedule which really means you work all hours. Great pay. Save it up for when you get fired without cause.,"They have no set hiring practices. They are continually hiring and firing people with no notice or reason. It is said that Citadel is a meritocracy, but it's really all about making the right people happy, not weather you do a good job. Management is full of people who make upper management happy, but can't manage down. Expect to get a great review and then get fired a couple months later without explanation. My boss would commonly say racist and cruel things, and generally act without any sense of professionalism. But they made their management happy, so it didn't matter. Said management who knew nothing about the job they were doing and was simply there to make the CEO happy. There are ""flexible hours"", but that just means they expect you to work all hours and be available from home. Human Resources is/was trying to dishonestly create a program to bump up ratings on Glassdoor by creating a program to get well-liked current employees to post positive reviews.","We take feedback from our employees at Citadel seriously. The situation you’ve described is not reflective of our values and the culture we champion. We strive to maintain a professional workplace where all of our employees can perform to their highest potential. If this did not fit your experience, I'm happy to make sure your concerns are addressed with the right people at the firm. I am Jonathan Blank and my email is jonathan.blank@citadel.com",1.0,2.0,1.0,4.0,5.0,1.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Sun Sep 29 2019 15:42:37 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,True meritocracy and great place to learn,I have been working at Citadel full-time for more than 5 years,2,"* Citadel is a true meritocracy with a strong culture of ownership and ""getting stuff done"". * There is a lot of autonomy given to developers. You are encouraged to diversify your skillset by constantly learning on and off the job. On different projects, I have not only been the software developer but also a product manager, quant researcher or product evangelist based on what aspect of the project interested me. Talented peers from different backgrounds are always willing to help you learn new skills. * As someone who joined through the new grad program, a lot of support and guidance was provided in terms of classes, tech talks, speaker series, and various mentorship programs. The rotational program also allows you to find a team that is a perfect fit for you. * Titles mean very little at Citadel and the organization structure is very flat. Junior people who show promise are encouraged to take on more responsibility and are pulled into mission-critical projects. * Portfolio Managers, traders, and analysts appreciate the importance of technology and quant research and are constantly trying to incorporate it into their investment process. Citadel is especially rewarding for those engineers who are willing to put the effort to understand financial markets. Software developers are constantly reminded that they are there to solve problems and not just write code.","* Citadel demands 100% from its teams and individual members every year. This leads to a cycle of a multiyear period of stability (4-5 years) followed by a short period of turnover (6-8 months). This cycle has it's obvious cons but for ambitious team members, the period of turnover actually creates a lot of opportunities. * Software developers are encouraged to understand and solve problems. Sometimes these problems are ambiguous and the specs provided are loose. If you are scared by ambiguity, then this may not be the best place for you. 60-40% split of long term vs short term projects. Engineers, especially in the front office, may be required to context switch based on market conditions. * Citadel is a big consumer of open source projects but doesn't have a strong culture of contributing back to them.",,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Oct 02 2019 03:09:30 GMT-0400 (Eastern Daylight Time), Software Development Manager,,Current Employee ,"Great place to learn, grow and have an impact",I have been working at Citadel full-time for more than a year,0,- Work with the brightest developer and business partners in the industry - Fast paced environment with no(minimal) red tape. - Software developers have more than enough decision making power to make impact - Interesting problems to solve both on the technical and business front.,- Not for everybody. It is a fast paced environment where the standards are high. If you like that its a great place to work. All you colleagues are high performing individuals so the same is expected from you.,,5.0,5.0,5.0,,,,Recommends,,
Tue Sep 24 2019 18:52:40 GMT-0400 (Eastern Daylight Time), Quantitative Developer,"New York, NY",Current Employee ,Company that emphasizes growth,I have been working at Citadel full-time for more than a year,0,"- Peers - highly intelligent people with different roles and backgrounds sitting right next you - culture is dynamic and cooperative - Ownership of projects - people place a lot of trust into your ability to solve problems, expectations are high but reasonable - Citadel places considerable emphasis on technology - work always feels impactful - Personal &amp; professional development opportunities - continuing education provided by seasoned industry professionals - Lean processes and tight feedback loop - little time is wasted here so you can stay focused on delivering value and growth","- Some projects necessitate overtime work - No one here succeeds by just ""getting by."" If this is you, look elsewhere.","We're glad that you’re building a successful career as a Quantitative Developer at Citadel. We're committed to empowering the best and the brightest to solve challenging problems and, subsequently, develop and reach their full potential. We'll continue to invest in the resources and culture that you and your colleagues need to succeed. Thank you for being part of our team.",5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Oct 06 2019 20:26:52 GMT-0400 (Eastern Daylight Time),,"New York, NY",Former Employee ,Quantitative Researcher,I worked at Citadel full-time for more than 3 years,0,A lot of smart talented people.,"High turnout, competition between teams.",,4.0,2.0,3.0,4.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO
Wed Sep 04 2019 17:51:20 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,"A place for technologists to do their best work, grow, and be rewarded",I have been working at Citadel full-time for more than a year,0,"Citadel is a company that strives to have every employee be their best professional self, and is absolutely true to its values - integrity, winning, meritocracy, learning, and extraordinary colleagues. The culture is centered around performance - there is an obvious, stated mandate that everyone perform at their peak capability 100% of the time, while constantly stretching that peak as much as possible. This is not your traditional finance company culture of ""facetime"" whereby those who are visible at their desk 24/7 are promoted and praised. Instead, those who contribute, exceed their goals, and bring the whole team forward are considered the top performers. And, of course, top performers are rewarded accordingly - not with badges of pride or soft praise, but with concrete results. If that's what you're looking for, Citadel is the place to be. From a technologist's perspective, there are infinite opportunities to learn from your peers, many of whom have different backgrounds, or completely different skillsets to offer. You may find yourself working with former nuclear physicists, or former fed chairmen; each interaction is a chance to level-up each other, and to learn something new. Of course, there are the perks: breakfast and lunch available in the office, stipends for teams to hold events, frequent company-wide outings (read: sporting events, broadway shows, etc.), and top-notch comp.","As with any company in an expansion phase, there are some growing pains. That said, those at Citadel have been less than at companies in similar phases. There are active efforts to mitigate bureaucracy, but occasionally they fall a little short. Given the performance oriented culture, if you don't make the cut, there is no time wasted before you are shown the door. Though depending on your perspective, this may not be a con.",,5.0,3.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Sep 05 2019 09:00:23 GMT-0400 (Eastern Daylight Time), Senior Software Engineer,"New York, NY",Current Employee ,"Great to place to work, learn and grow!",I have been working at Citadel full-time for more than a year,0,Citadel is a great place to work for people who like to take responsibility and ownership. Ownership is encouraged and rewarded and there are a lot on interesting projects going on in the company which allows everyone to own important pieces of work and contribute in more than one areas. Citadel is strictly meritocracy driven and rewards people with talent.,There can be some pressure at times because market events play a role in your workflow.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 08 2019 07:17:08 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,Fast-paced environment with great co-workers,I have been working at Citadel full-time for more than a year,3,"* Fast-paced - expectations are high, and there is always plenty of work to be done * Autonomous - developers have the opportunity and responsibility to prioritize and make decisions without micromanagement * Team members - coworkers are driven, reliable, skilled, and flexible/understanding * Interesting business - working in finance presents interesting problems to solve","* Difficulty of working remote - work station is a desktop, not a laptop, so working remotely requires RDP onto Windows machine, even though primary development machine is a Mac * High turnover - bad for morale and leads to being understaffed at times",,5.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Aug 18 2019 05:52:13 GMT-0400 (Eastern Daylight Time), Director,"New York, NY",Current Employee ,A great place for ambitious developers and leaders look for a career boost,I have been working at Citadel full-time for less than a year,0,"As a technologist at Citadel you will meet many extremely capable people who can think and execute quickly. Working here has many of the good qualities of working at a startup or a small company, combined with the scale and clout of a major player: · you will have the ability to interact directly with leaders and hands-on people at all levels—not just intermediaries but the actual deciders and doers. · there is room to make a difference; decisions are made swiftly and your ideas can go from concept to reality rapidly · what you deliver can move the needle for the business and influence the success of Citadel and the direction of technology in the industry","Delivery is a must. You have to be excellent at balancing quality and customers' needs while making sustained, measurable progress towards your goals. You must be comfortable being agile and responding to changing business priorities. You need to be consistently self-starting and motivated. Look elsewhere if you want certainty and an even pace.",,5.0,3.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 15 2019 16:49:34 GMT-0400 (Eastern Daylight Time), Senior Software Developer,"New York, NY",Current Employee ,Go hard or go home,I have been working at Citadel full-time for more than a year,4,"Citadel is packed with extremely talented, extremely driven and ambitious people. For all that intensity people are generally personable and good human beings. A lot will be demanded of you and nearly everything you do will have a clear and immediate impact on your teammates, if not the firm. Work is intensely collaborative. Even on your worst day you will feel tremendously accomplished. If you like pressure, you will be constantly stretching and growing. The hype is that Citadel is the place to work with the best and be the best, and the reality lives up to it.","Being the best and being surrounded by the best can be exhausting. Discussions are impassioned, heated, and sometimes combative - it’s great that everyone is so engaged but nothing is ever easy. Management is very top-down; I’ve never had a job where so much time and energy was expended reporting to and justifying plans and decisions to the various layers of management above, or managing their curiosities and apprehensions. Leadership changes are frequent and each time a lot of effort goes into bringing the new management up to speed. It seems sometimes that each day brings a new “top” priority.",,4.0,4.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 08 2019 07:00:58 GMT-0400 (Eastern Daylight Time), Data Engineering Manager,"Chicago, IL",Current Employee ,The challenges of a startup with unlimited resources,I have been working at Citadel full-time for less than a year,1,"Citadel provides a challenging fast-paced environment that combines the best features of a startup and a larger player. There is a large degree of autonomy in technical decision-making and architecture choices, and there is an emphasis on being able to contribute as widely and cross-functionally as possible, typical of startup environments where you have to ""wear many hats."" This always leaves one feeling like there is never a shortage of learning opportunities. At the same time, there are a large amount of resources to lean on, spanning compute infrastructure, data ingestion, infosec, etc. It is very straightforward to feel your impact on and stay connected to the business, as projects require direct and ongoing communication with stakeholders and are designed from the onset to be quantitatively measurable. I highly recommend the company for any self-motivated engineer or analyst who cares about being able to assess the effect of their contributions all the way to alpha generation and P&amp;L.","The amount of knowledge within the organization is staggering and sometimes makes you feel like you are drinking from an information firehose. Nevertheless, finance is at a stage where this assimilation of information is a necessary precondition for success, so being able to acclimate to this environment leaves one more resilient and versatile in the end, and acts as a career amplifier at Citadel and in the industry as a whole. There is some need for information barriers that is inherent to the industry, but despite these necessities management is always transparent and keeps you informed about the broader picture and organization-wide initiatives.",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Aug 16 2019 13:47:38 GMT-0400 (Eastern Daylight Time), Project Manager,"New York, NY",Former Employee ,Not for everybody,I worked at Citadel full-time for more than a year,4,Great benefits smart people Importance of technology,Turnover is through the roof Virtually no transparency,,2.0,,,,,,,,
Fri Aug 16 2019 12:42:11 GMT-0400 (Eastern Daylight Time), Manager,"New York, NY",Former Employee ,Manager,I worked at Citadel full-time for more than 3 years,3,"Big name, decent wages.","Bad company, do not work here.",,2.0,1.0,1.0,2.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Jul 23 2019 14:57:18 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Former Employee ,"High turnover, stagnate firm close to hitting an iceberg",I worked at Citadel full-time for more than a year,17,Great benefits and competitive pay. Smaller teams allow individuals to shine. A lot of smart people to learn from if you can ever get the chance.,"Very cut-throat and poor culture that makes it a very poor place to work. The firm doesn't seem to be heading in the right direction whatsoever and fails to read the atmosphere of the office. Lack of planning which leads to constant context switching. Everything is ambiguous, secretive and what comes next is never certain. tant turnover is a massive problem leading to massive amount of issues in terms of project management. Lots of technical debt that will not be addressed even when the debt threatens the success of the company. Top management is quite disconnected from the workforce and from what I have seen do not know how to run a modern technology team. Office is full of unhappy faces. Citadel has a lot of talent but doesn't know what to do with it. Waterfall approach to technology.",,2.0,1.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Jul 22 2019 18:23:39 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,"Challenging, Fast-Paced Company",I have been working at Citadel full-time for more than 3 years,2,"- small, collaborative teams with passionate people - constant work on projects that add business value - ability to experience rapid career growth - opportunities to take ownership over large projects from early stages of your career","- hours can be long and demanding, so managing expectations is very important - high turnover and tight deadlines can be quite stressful at times",,5.0,3.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Jun 30 2019 20:11:52 GMT-0400 (Eastern Daylight Time), Senior Software Engineer,"New York, NY",Current Employee ,Like a Start-Up But With Money,I have been working at Citadel full-time for more than a year,4,"- Fast-paced, productive, and result-oriented environment - Interesting work: both from a finance perspective (constantly evolving trading strategies, asset classes, etc) and pure technology perspective (solving real scalability and resiliency problems) - Technology is deeply respected and tech culture is long-term focused - Very horizontal. Everyone contributes. Thin ""management layer"" - Little to no ""face time"" requirements, as long as you get your work done - Compensation is good for the industry - Free food","- Path for growth isn't obvious due to very horizontal structure - ""Crunch time"" isn't common, but can be stressful and time consuming - Can be competitive",,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Jul 08 2019 12:45:11 GMT-0400 (Eastern Daylight Time), Director,"Chicago, IL",Current Employee ,A Powerhouse Firm that is Quickly Losing Its Edge,I have been working at Citadel full-time for more than 10 years,13,"With hard work and a non-complacent work ethic, a person can create significant change, both within the firm, as well as within their own career. Excellent compensation and benefits at most levels, and within technology, if a tool or third party product is needed to fit a solution, cost is not of concern as long as the solution is proved out.","Citadel once could be described as a small firm full of exceptionally bright people that would not take no for an answer. Technologists would face a problem and work together to craft solutions for the firm. The company truly felt like one unit moving towards a common goal. As things changed, Ken unfortunately let in the belief that only persons with certain educational backgrounds or experience would lead to the next leg of success. I have seen definite growth in the business over the years, but the work environment has become cut-throat, toxic, and good ideas are often consumed by others not innovative enough to craft their own. Friendships have quickly been lost, people vanish constantly, giving a constant fear in the air of who is next on the chopping block, and process abounds as the firm grows, delaying project rollouts. The team atmosphere has been lost and it is unfortunately now living up to the reputation it has externally.",,2.0,2.0,2.0,3.0,5.0,2.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Fri Jul 19 2019 12:29:38 GMT-0400 (Eastern Daylight Time), Site Reliability Engineer,"New York, NY",Current Employee ,"Move Fast, High Impact",I have been working at Citadel full-time for less than a year,1,"Small-company style speed of execution, and proportionate impact from your contributions. Great opportunities to re-invent applications and deploy cutting edge infrastructure and services. Good peers, nice offices, free food",Bias toward rapid execution can lead to technical debt. Benefits package not at the same level of competitiveness as compensation,,4.0,4.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Jun 14 2019 13:12:38 GMT-0400 (Eastern Daylight Time), Quantitative Developer,"New York, NY",Current Employee ,Great Company,I have been working at Citadel full-time for less than a year,1,"- Fast paced environment - Ample learning opportunities and encouragement to take on greater responsibilities - Ability to take on impactful projects from day 1 - Really enjoyable colleagues who are some of the smartest in the industry - Generous compensation In general, there are some reviews about how terrible of a working environment Citadel is, but I highly disagree. There is, if anything, a much more collaborative environment than I have seen at other companies. Also, work-life balance is not nearly as bad as people would seem. Especially out of New York, the workday is nothing more than other finance companies and very similar to what you would see at similar positions in the most competitive tech companies.","- Since everyone is very talented and ambitious at Citadel, upward mobility is a little harder than at smaller hedgefunds or at less reputable companies. Not a huge deal, just worth mentioning.",,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Mon Jun 03 2019 08:26:12 GMT-0400 (Eastern Daylight Time), Lead Developer,"New York, NY",Current Employee ,"World-class, technology focused firm",I have been working at Citadel full-time for more than a year,2,"- Modern Tech stack, greenfield development using new hardware and great dev environment. - Dynamic environment, developers are expected to expand their skill set and be able to contribute on client and server side too. - No Project Managers! Developers are free to chat with Business users directly, brainstorm new ideas and create innovative solutions. - Great travel and relocation opportunities. Citadel has offices in Chicago, NYC, San Fran, London and Milano, employees are encouraged to travel to different locations as part of their day to day work.",- Time zone difference. Sometimes UK and Milan employees stay till late (and US employees start super early) to maximise the time zone overlap between the offices.,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue May 28 2019 19:03:49 GMT-0400 (Eastern Daylight Time), Senior Data Engineer,,Current Employee ,Culture of Innovation,I have been working at Citadel full-time for more than a year,3,"* Forward-looking, innovative culture. * Extremely intelligent colleagues that are highly motivated to succeed and are also pleasant to work with. * Interesting and challenging work. Citadel is a place where you can stand out and rapidly grow your career. It's small enough that interaction with senior management and investment professionals is the norm as a software engineer. Every day there are opportunities to demonstrate technical prowess and business acumen, and build a reputation among important people in the firm. This inevitably results in bigger projects and more responsibility. It's also entrepreneurial. Many of the proprietary tools I use on a daily basis came from an engineer that thought ""wouldn't it be cool/useful if we built ,"" built it, and sold it to their colleagues and other stakeholders in the firm. Citadel has a strong culture of innovation and corporate entrepreneurship, and little bureaucracy. As an engineer, this is empowering.","* Turnover is high, even in the technology organization. Eighty percent of the people that I started with two years ago are no longer with the firm. * Recruiting and hiring managers aren't always on the same page. As a hiring manager, I've had a few instances where a candidate has interviewed well, has the right technical and soft skillset to excel in the role and we were excited to bring them on, yet the candidate was denied by recruiting because they did not come from the right school or study the right subject in school. This is frustrating.",,5.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Jun 12 2019 12:40:59 GMT-0400 (Eastern Daylight Time), Analyst,,Former Employee ,Bad culture,I worked at Citadel full-time for less than a year,5,"Compensation, smart people, name recognition","Bad culture, death by meetings, ill-equipped managers",,2.0,1.0,1.0,3.0,5.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Thu Jun 13 2019 05:23:34 GMT-0400 (Eastern Daylight Time), Infrastructure Engineer,"Chicago, IL",Current Employee ,Over all good,I have been working at Citadel full-time for more than a year,0,"Fast paced culture, get an opportunity to works with very bright people around you",Employees must be capable of handling stressful situations,,4.0,3.0,3.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
