date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue Apr 02 2019 20:24:20 GMT-0400 (Eastern Daylight Time), Programmer Analyst/Trader Assistant,"New York, NY",Former Employee ,Very well run pleasant place to work. Friendly helpful staff.,I worked at Millennium full-time for more than 10 years,0,"Working in the trading area, there was very little politics. The only thing that mattered was the profitability of your group.","If you trading group had a bad year or two, you were out.",,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Feb 24 2019 19:28:34 GMT-0500 (Eastern Standard Time),,,Former Employee ,Opportunity to learn but bad work/life balance,I worked at Millennium full-time for more than a year,0,"For a firm this size, there are lots of opportunity to learn different technology. Compensation and benefits are on par with other hedge fund of this size.",No growth opportunity and bad work life balance. Teams are very siloed and lots of duplicated work and overlapping responsibilities.,,3.0,1.0,3.0,2.0,3.0,4.0,Recommends,Neutral Outlook,No opinion of CEO
Sat Jan 19 2019 14:42:56 GMT-0500 (Eastern Standard Time),,,Summer Analyst ,Great experience,I worked at Millennium for less than a year,0,Great culture and team,Quite intense and sometimes work life balance isn’t good,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Dec 31 2018 19:53:01 GMT-0500 (Eastern Standard Time),,,Summer Analyst ,Big Company,I worked at Millennium for less than a year,1,"A big shop, plenty of people to meet, great location. Friendly enough people given the line of work. Good opportunities for advancement, but a very competitive environment (in a good way, friendly competition).","The office was a bit plain, but apparently they will be relocating as they expand a bit.",,5.0,4.0,4.0,5.0,4.0,5.0,,,
Sun Jan 13 2019 19:35:29 GMT-0500 (Eastern Standard Time),,,Current Employee ,Great place to work,I have been working at Millennium full-time,0,Independence and opportunities to work your own way. Honesty from management.,"Not a ton of growth, salary tied to firm performance.",,4.0,4.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 06 2018 09:13:09 GMT-0500 (Eastern Standard Time),,, ,Internship Program,I worked at Millennium,0,"challenges you, you can meet other interns in the program and learn from them as well. good compensation.","Company culture is not consistent among different teams, a little hard to adjust to this kind of environment",,3.0,3.0,2.0,3.0,4.0,4.0,Doesn't Recommend,,Approves of CEO
Thu Oct 18 2018 20:28:25 GMT-0400 (Eastern Daylight Time), Senior Portfolio Manager,"New York, NY",Former Employee ,Former Portfolio Manager,I worked at Millennium full-time for more than 3 years,15,High payouts - they leave you alone to manage your portfolio as you please (within limits),"When I say they leave you alone, I mean completely alone - there is no support whatsoever in terms of understanding what's going in the market. Trading execution is terrible as you compete for flow with other traders (including the quants. Everyone is a number - you could be fired tomorrow and no one will care.",,2.0,2.0,1.0,3.0,5.0,1.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Sat Oct 06 2018 12:14:45 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Best multi-manager shop,I have been working at Millennium full-time,0,"Great infrastructure, unlimited capital, no interference on your investment process.","Firm is so big (for a hedge fund) that teams can feel silo'd from each other. Facilities/workspace are substandard, definitely worse than at competitors.",,5.0,4.0,3.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 01 2018 06:19:50 GMT-0400 (Eastern Daylight Time), Operations,"New York, NY",Current Employee ,Learned a lot,I have been working at Millennium full-time for more than 3 years,0,Experience can be gained throughout all aspects of the HF business,"No growth opportunities, very silo'd",,3.0,3.0,2.0,3.0,4.0,3.0,,,
Thu Aug 23 2018 15:05:34 GMT-0400 (Eastern Daylight Time),,,Internship ,Solid Hedge Fund,I worked at Millennium,0,"Tier one hedge fund. High quality, very risk conscientious",Not really any. Not a super formal internship program.,,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Aug 22 2018 17:21:53 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Middle Office,I have been working at Millennium full-time,0,Long track record of strong investment performance,Non efficient infrastructure model and bifurcated responsibilities,,5.0,3.0,5.0,2.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Fri Aug 17 2018 08:30:18 GMT-0400 (Eastern Daylight Time),,, ,Project Management,I have been working at Millennium,0,"Great pay, good hours. Teams are at the mercy of the team leads rules - good thing for some, bad thing for others. Good balance of BAU and new projects.","Communication between towers needs work, more focus on discussion rather than competition.",,5.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Wed Aug 15 2018 15:09:42 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Mlp,I have been working at Millennium full-time,0,Good pay....good hours....good culture. Good management,Small teams. Low opportunity for growth.,,5.0,5.0,,,,,,,
Fri Aug 24 2018 21:00:24 GMT-0400 (Eastern Daylight Time),,,Current Employee ,PM Role,I have been working at Millennium full-time,1,"Cleanest model of business for a portfolio manager with top line expenses, strong infrastructure and reasonable risk limits","No sense of culture. Internal politics amongst management. Bit stuck in the past with adoption of technology, innovation and creativity lacking relative to peers.",,4.0,3.0,2.0,2.0,5.0,4.0,,,
Tue Jul 17 2018 18:44:50 GMT-0400 (Eastern Daylight Time),,"New York, NY","Senior Building Engineer in New York, NY",Very good work environment. recommended.,I worked at Millennium for less than a year,0,I worked there for eight months on contract basis. People are very knowledgeable and friendly. Weekly team meeting helps members to stay on same page. Complementary launch on Friday. Wine test once in a month,Nothing to add as cons.,,5.0,4.0,5.0,5.0,4.0,4.0,Recommends,,
Mon Apr 23 2018 12:53:07 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Millennium full-time,3,Good resources and infrastructure. Respected brand.,increased middle management creates bureaucracy. become just another cog in the wheel,,3.0,3.0,2.0,4.0,4.0,2.0,Recommends,Neutral Outlook,Approves of CEO
Tue Apr 03 2018 15:06:25 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Impressive Process,I have been working at Millennium full-time,3,"The recruiting process was very quick and transparent. I met with 8 people in one week- spread out across 3 days. They were very flexible/accommodating to my work schedule as it was difficult for me to break away from my current full-time job to come in. The interviews themselves felt like conversations and not your ""typical Q&amp;A interview"". Everyone I met with was friendly and down to earth which helped the conversation flow and allowed me to feel comfortable in asking any questions I had. The team seemed genuine and I got a great sense for their culture. I walked away from the first meeting wanting the job.","The interview process itself was quick but the feedback on a final decision took a bit longer- I don't hold this against the company however. I was the first candidate they met with for a ""back-fill"" position and the team needed time to get through additional candidate interviews. Given their transparency from the beginning, I was prepared in knowing the final decision would take time.",,5.0,,,,,,Recommends,,
Wed Apr 04 2018 06:23:09 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Great people and work,I have been working at Millennium full-time for more than a year,0,"The people here are brilliant and come from the best firms across the street, yet everybody is thoughtful and approachable. Millennium is on the cutting edge of almost every area in hedge fund investing, so the problems you get to work on are both challenging and rewarding.",The ethos of the company is fairly Spartan. There aren't a lot of perks or luxurious office space.,,5.0,5.0,4.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Apr 03 2018 06:54:51 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Excellent team,I have been working at Millennium full-time,0,"Great team with strong, experienced management. Culture is collaborative while employees have freedom to solve problems their own way, which is not an easy balance to achieve. Business is mature with long, successful track record.",Office space is nothing to write home about.,,4.0,4.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Mar 20 2018 14:57:56 GMT-0400 (Eastern Daylight Time), Investment Analyst,"New York, NY",Former Employee ,Investment analyst,I worked at Millennium full-time,0,Can scale pay quickly if team performs well,No support from management - investment teams are on their own. Zero ability of management to track team member performance outside of entire team P&amp;L,,3.0,4.0,2.0,3.0,4.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Mon Mar 05 2018 23:30:38 GMT-0500 (Eastern Standard Time), Analyst,"New York, NY",Former Employee ,A graveyard for analyst careers,I worked at Millennium full-time for more than 3 years,16,Great corporate and sell-side access Decent amount of independence/ flexibility for portfolio managers,Turnover is absurdly high PMs are treated like a number. Analysts are treated like they don't even exist - no attempt is made to train or retain analysts. If your PM gets fired you're sol Compensation for analysts is terrible The Millennium name is a taint on your resume to reputable firms Basically a body shop lower - common denominator employer in hedge fund land Facilities are gross,,1.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Tue Feb 13 2018 16:16:03 GMT-0500 (Eastern Standard Time),,,Current Employee ,Tech support,I have been working at Millennium full-time,1,"OK pay
Free food on Friday","no growth
sit at desk all day , answer calls",,3.0,2.0,3.0,1.0,3.0,3.0,Doesn't Recommend,Negative Outlook,Approves of CEO
Wed Jan 31 2018 18:31:39 GMT-0500 (Eastern Standard Time),,"New York, NY",Current Employee ,Outstanding Firm,I have been working at Millennium full-time for more than 10 years,0,"Career opportunities, develop talent internally",All hedge funds and financial services in general are demanding environments - just be aware of that,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Dec 01 2017 18:07:22 GMT-0500 (Eastern Standard Time), IT Engineer,"New York, NY",Former Employee ,not transparent or truthful or current tech,I worked at Millennium full-time for more than a year,4,really nice people in the trenches,profess pillars of communication and collaboration whist practicing obstinacy and underhandedness - no room for growth. best if you are a man. women are second class.,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Oct 10 2017 19:18:32 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Honest and and Fair,I have been working at Millennium full-time,1,Portfolio managers at millennium have amongst the highest payouts on the street in exchange for tight risk limits,Illiquid strategies have a short shelf life,,5.0,5.0,1.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Sep 14 2017 22:56:57 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Data Analyst Intern,I worked at Millennium full-time,0,"Finance environment, integrity, discipline, excellence","work life balance, more working hours in certain projects",,4.0,,,,,,,,
Mon Aug 07 2017 13:04:16 GMT-0400 (Eastern Daylight Time),,,Current Employee ,General Overview,I have been working at Millennium full-time,1,You will work with bright intelligent people. People are willing to help you to achieve your goals and help you to raise your knowledge. You will get fair compensation and financial recognition.,"Way too many management layers , company become more type of institutional versus hedge fund. Not much ability to grow professionally. Training rarely granted or encouraged",,3.0,3.0,3.0,3.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Mon Jun 19 2017 09:24:18 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Excellent,I worked at Millennium full-time for more than 5 years,1,Millennium Management is a great firm.,Not applicable - no relevant cons.,,5.0,,,,,,,,
Tue Jun 13 2017 15:07:07 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Senior Research Analyst,I have been working at Millennium full-time,1,Payout is best in business,Working conditions and PM selection are terrible,,1.0,3.0,1.0,5.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Mon Apr 24 2017 06:33:12 GMT-0400 (Eastern Daylight Time), Analyst,"New York, NY",Former Employee ,Analyst,I worked at Millennium full-time for more than a year,0,"Flat org, little bureaucracy, investment teams have lots of autonomy to make decisions, good access to sell-side and decent access to company management, good payouts","high pressure/stress, very short term investment horizon, lots of turnover, rivalry between investment teams,",,3.0,2.0,2.0,2.0,4.0,3.0,Neutral Outlook,,Approves of CEO
Fri Mar 10 2017 17:33:46 GMT-0500 (Eastern Standard Time), Senior Business Analyst,"New York, NY",Former Employee ,Senior Business Analyst,I worked at Millennium full-time for more than 8 years,6,Extremely successful buyside hedge fund. Considered top 3 fund in NY - probably number one for longevity and consisten returns 14% over 25 years.,"Has become more institutionalized in recent years. Operates more closely to a large bank than small creative Hedge Fund. From a data perspective, is very much reactionary than proactive when it comes to data procurement strategies.",,4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Mar 01 2017 10:33:10 GMT-0500 (Eastern Standard Time),,,Former Employee ,Excellent environment,I worked at Millennium full-time,0,"Leave u alone, owner is a special person, You go at your own pace and they really leave it up to you as far as how uch money you manage",dont necessarily let you go in a different direction if that is what you want to pursue,,5.0,4.0,4.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Feb 28 2017 05:57:45 GMT-0500 (Eastern Standard Time),,,Former Employee ,"Great Place to Work, Not a Place with Clear Defined Career Paths",I worked at Millennium full-time,0,"Incredible people - smart, driven, best in class","High turnover, number of key personnel changes, very short rope to hang yourself with",,4.0,4.0,2.0,4.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Sat Feb 04 2017 09:07:19 GMT-0500 (Eastern Standard Time),,,Current Employee ,"very good salaries, very good equipment",I have been working at Millennium full-time,2,"very good salaries, very good equipment , wfh , flexible hours",nothing in my mind now,,5.0,,,,,,,,
Wed Jan 18 2017 15:03:01 GMT-0500 (Eastern Standard Time),,, ,Excellent,I worked at Millennium,0,"Very professional, our team was close, great resources, phenomenal experience.","None, I had a very good experience. Maybe a corporate event amongst all the different departments so we could get to know each other a little more, but that's about it.",,5.0,,,,,,,,
Fri Jan 13 2017 07:45:43 GMT-0500 (Eastern Standard Time),,"New York, NY","Risk Management Analyst in New York, NY",Great place,I worked at Millennium,0,Good hours good people good atmosphere,No room for growth too much favorites,,5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Jan 29 2017 11:48:50 GMT-0500 (Eastern Standard Time),,,Former Employee ,"odd place, no career path",I worked at Millennium full-time,3,large fund so access to decent resources across street,"management could care less about developing or retaining talent, lot of PMs unfit to manage a team, zero culture or character",,1.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Wed Nov 02 2016 14:23:11 GMT-0400 (Eastern Daylight Time),,"New York, NY","Portfolio Manager in New York, NY",well managed fund,I have been working at Millennium for more than 5 years,3,"flexible hours, can work from home, steady AUM growth","tight risk management, short leash",,4.0,4.0,3.0,4.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Mon Oct 31 2016 08:01:30 GMT-0400 (Eastern Daylight Time),,, ,Compliance Intern,I worked at Millennium,0,Very impressive company in terms of quality of employees and internal infrastructure.,Not a very collaborative environment,,4.0,4.0,3.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Oct 05 2016 09:57:09 GMT-0400 (Eastern Daylight Time),,, ,Experience,I have been working at Millennium,0,good firm committed to growth,there is limited internal mobility,,4.0,4.0,4.0,4.0,4.0,4.0,,,
Thu Sep 01 2016 06:15:58 GMT-0400 (Eastern Daylight Time),,, ,research analyst,I worked at Millennium,1,"if you do well, you get paid well","no culture, fire people quick",,2.0,3.0,1.0,3.0,4.0,2.0,Doesn't Recommend,,
Sun Jul 17 2016 20:37:18 GMT-0400 (Eastern Daylight Time), Intern,"New York, NY",Current Employee ,Good firm,I have been working at Millennium full-time,4,"It's a good place to learn if you are up for doing real work as intern. My team lets me dive into work straightaway, and I could see results immediately.",There is not much diversity in the firm in terms of people - same as many similar investment firms.,,4.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Thu Jun 16 2016 18:17:46 GMT-0400 (Eastern Daylight Time),,"Brooklyn, NY","Business Analyst in Brooklyn, NY",A Good place to work!,I have been working at Millennium for less than a year,1,"The people you work with are very smart and also highly experienced. The amount of expertise and knowledge people bring to the table elevates the level of discussion. This is not just a job, its on-job learning, everyday.",Not any specific cons as such but I guess this holds good for any NYC based financial services firm. The culture is very uptight unlike Silicon Valley culture.,,5.0,5.0,4.0,4.0,4.0,4.0,Recommends,,Approves of CEO
Wed Apr 20 2016 08:31:38 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Millennium Growth,I worked at Millennium full-time,1,Millennium continues to grow. They hire the best talent in all areas of the firm. The review process is thorough and balanced. The work environment in technology is high paced and project oriented. Careful prioritization and selection of projects leads to clear understanding of what is on deck. Technology is continuously improving in both the Hardware and Software areas.,"Work / Life balance: The work is challenging and will require your full dedication possibly including several evenings a week to keep pace. Priorities often change resulting in two steps forward, one step back feeling.",,5.0,3.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Mar 20 2016 14:29:55 GMT-0400 (Eastern Daylight Time), Analyst,"New York, NY",Former Employee ,Great job if you can keep it,I worked at Millennium full-time for more than a year,9,"competitive payouts, lots of resources. non-political environment. very much a meritocracy. good reputation on the street so all your calls get answered.",you will be let go if you no longer add value to the team. this is true of any company but an especially brutal truth at MIllennium. There is no such thing as team building or such things.,,4.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon May 02 2016 15:59:07 GMT-0400 (Eastern Daylight Time),,"New York, NY","Analyst in New York, NY",Analyst,I worked at Millennium,2,"Good resources, good IT support (not the most relevant thing if you are a research analyst)",Very bureaucratic Everyone is crammed up in cubicles (no way to do research) Pods within the same sector are very catty between each other.,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Sun Apr 24 2016 14:30:02 GMT-0400 (Eastern Daylight Time),,,Former Employee ,I'd question some of these 4-5 star reviews....,I worked at Millennium full-time,10,Low cost structure for portfolio managers & higher payouts then competitors.,"Higher payouts come at a price. Management adjusts individuals/pods agreed upon stops at any point in time, particularly when the overall fund is experiencing a down day.",,1.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,
Tue Feb 23 2016 09:48:51 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",Operations,I worked at Millennium,7,Started as a laid back envirnoment,New operations management only looks out for themselves and does not care about previous employees and there skills. Just looked to clean house and bring in there own.,,2.0,2.0,3.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO
Tue Mar 08 2016 14:48:04 GMT-0500 (Eastern Standard Time),,"New York, NY",Current Employee ,Jr. PM,I have been working at Millennium full-time for more than a year,7,Decent % payouts. Come and go as you please.,"Lousy base salary, operationally intensive, segregated, dated technology(aside from Position Management System). Management is non-communicative, socially awkward to put it bluntly and not to be trusted.",,1.0,4.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,
Sun Jan 10 2016 17:52:32 GMT-0500 (Eastern Standard Time), Trader,"New York, NY",Current Employee ,Trader,I have been working at Millennium full-time for more than a year,4,"Bright/motivated people, advanced infrastructure/technology, fair/enticing rewarding mechanism. You get to work in full cycle of from trading idea generation to portfolio management. You get paid by what you produce. It's a great place to make impact if you are smart and dedicated.",Not so much except that the nature of groups working orthogonally might not be a fit for everyone. You gotta be very independent to generate results.,,5.0,5.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Nov 06 2015 10:47:49 GMT-0500 (Eastern Standard Time),,"Greenwich, CT",Former Employee ,Trader,I worked at Millennium full-time for more than 5 years,1,Gain exposure to a number of bright market participants and are able to stress test trading ideas off some of the best in the business. The trading technology and infrastructure are top notch.,I do not have anything bad to say about this place. I am sure there is some variability in one's experience depending on the group/manager you work for.,,5.0,5.0,5.0,5.0,4.0,5.0,,,
Mon Sep 21 2015 19:06:20 GMT-0400 (Eastern Daylight Time),,"New York, NY"," in New York, NY",Boiler Pot,I worked at Millennium,21,"You work alongside some very intelligent and talented individuals. There is much expected of you here and you will be groomed for future success at future companies. Needless to say, the name in itself will open doors for you as well.","It is so large that the culture resembles a big bank and less a small hedge fund. The politics are severe and despite your loyalty to the company, there is no loyalty to you. Make a big enough mistake (and it need not be large) and you are gone. Just had a kid? Bought a new house? Fallen on hard times? They don't care. Cross them, and gone. Just like that. Also, there is no support or guidance. People are quick to fault find and finger point so don't dare ask a question or you will become the butt of gossip as an incompetent who should not be working at mlp. They are also a bit on the cheap side for compensation and benefits.",,3.0,1.0,2.0,2.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Oct 19 2015 04:43:19 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Facilities Coordinator,I have been working at Millennium full-time,0,Great company with room for growth. very private,"i had a great time at millennium, don't have much cons in my eyes.",,4.0,4.0,3.0,3.0,4.0,4.0,Recommends,Positive Outlook,
Mon Sep 28 2015 12:37:06 GMT-0400 (Eastern Daylight Time),,, ,Intern,I worked at Millennium,0,"Flexible, entrepreneurial, flat work environment","Did not have any, great experience.",,5.0,5.0,5.0,5.0,5.0,5.0,,,
Thu Sep 24 2015 17:34:33 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Buyer Beware.....,I worked at Millennium full-time,32,"Decent comp structure, talented individuals across all lines of business. Free lunch but only on Fridays.","Make sure you know what you're getting into by going here. Every negative thing you hear about this place is true. Management makes promises to lure you in and delivers whatever they see fit once you've joined. Limited bandwith. Back office infrastructure is abysmal. There's some sharp people here. However, dialogue among people is discouraged for fear of ruining the fund's diversification so little sharing of information or ideas occurs. Turnover is ridiculously high here and you get the sense every employee is one wrong move away from being shown the exit. Frankly, most people seem pretty unhappy here. Trading floors are like libraries, I'd imagine morgues are more lively.",,1.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Aug 05 2015 17:32:53 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Millennium full-time,0,The firm is filled with smart people who work hard and are good at their job. The firm has a good payout ratio compared to comps.,There is very little culture. Risk controls are right and the pressure to perform is intense with your job on the line.,,3.0,2.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Thu Jul 23 2015 08:48:59 GMT-0400 (Eastern Daylight Time), Intern,"New York, NY",Current Employee ,VP,I have been working at Millennium full-time for more than 8 years,3,As a trading group you have your own little hedge fund within. Millennium keeps you fairly walled off from other groups. The capital is allocated to you and you simply invest and trade without regards to overall fund strategy. That is handled by hiring of diverse groups.,Some of the shared costs of the firm that you may not benefit from are allocated across all trading groups,,4.0,2.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Fri May 15 2015 19:21:49 GMT-0400 (Eastern Daylight Time),,, ,Not much respect for technology,I worked at Millennium,19,Good respected company. Good pay. Pizza on Fridays.,Technology is viewed as a cost center. Promotions are extremely rare in technology. Very little freedom. Time tracking systems.,,3.0,3.0,3.0,2.0,3.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Wed Jun 17 2015 20:56:23 GMT-0400 (Eastern Daylight Time), Compliance Analyst,"New York, NY",Current Employee ,Compliance Analyst,I have been working at Millennium full-time for more than 3 years,0,It is a very good company with good reputation.,Unfortunately I do not get the opportunity to grow here.,,3.0,5.0,4.0,4.0,2.0,4.0,,,
Fri Jun 19 2015 07:53:50 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Avoid if you can,I worked at Millennium full-time,8,"None, do not work here","Backstabbers, liars and very political",,1.0,,,,,,,,
