date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Jun 14 2018 22:37:14 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,Go to Akuna or Citadel instead,I worked at Optiver full-time for more than a year,20,free food free coffee weekly massage good 401k matching,"1. senior management is made up of a bunch of cronies who are put in charge because of an old boys club mentality 2. Younger people see the obvious lack of meritocracy and are leaving for competitors, 5-6 young people have left Optiver for Citadel/Jane Street/Akuna in the last 2 years but not a SINGLE person has come from those firms to Optiver, that should be an obvious red flag to anyone thinking of joining 3. More than 70% of interns who accepted a return offer have quit within the first 10 months of joining 4. Seniority is valued over talent",,1.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sat Mar 31 2018 16:28:28 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Current Employee ,Great for the right type of person. Bad otherwise.,I have been working at Optiver full-time for more than a year,10,"Fantastic perks. Brilliant coworkers, smartest group of people I've ever been around. Bonuses have been great in recent years. Work can be quite interesting and there is no red tape in between you and getting your ideas out there and implemented if they show promise. I've seen new employees hit the ground running and make significant contributions quickly. Great trader training program. If you are very motivated (or a genius, although I've seen some really smart people get cut) you can do really well for yourself here. Decent hours relative to some firms in the industry, although you can get better hours elsewhere.","Lots of pressure to always be on top of your game. They will not hesitate to cut you if you can't keep up with management's standards. A sizable portion of your compensation is determined by your individual performance, where the standards of judgement can be unclear. Management, who is responsible for this, clearly plays favorites (usually the top performers, but not necessarily). They are also very unforgiving when you make mistakes or need help to get something done. The management claims there is no stack ranking, but you're performance will be measured up against your peers come review time. Not much meaning behind your hard work other than making more $$ if you care about that sort of thing, so you will need to find motivation elsewhere. Guess it comes with the territory. I've seen certain members of management lash out and/or demean certain employees. Abysmal profit sharing/bonus scheme relative to other firms in the industry, especially for dev roles. Skews very heavily towards the top who's contributions are not clear. That being said, pay is still great for junior and senior employees alike. Usually not something thats brought up, but a large group of the particular type of brilliant person that Optiver attracts can get annoying or frustrating sometimes if you don't fit in well. Big egos, pretentious personalities.",,3.0,3.0,2.0,4.0,4.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Mon Mar 26 2018 20:51:28 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,They have great perks because they don't want you to stop working,I worked at Optiver full-time for more than a year,6,"Transit reimbursement, paid health / dental, weekly massages, in-office barista, catered breakfast and lunch","Long hours are expected, management doesn't allow for mistakes, there is a lot of pressure",,2.0,1.0,3.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Fri Feb 09 2018 16:05:23 GMT-0500 (Eastern Standard Time),,, ,awesome employer,I have been working at Optiver,1,pretty good worklife balance,no need to mention cons,,5.0,5.0,4.0,5.0,5.0,4.0,Recommends,,Approves of CEO
Fri Jan 19 2018 20:36:15 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,Great place to work,I have been working at Optiver full-time for less than a year,2,Lots of Intelligent folks Interesting problems to solve Good work life balance with 25 vacations a year Casual dressing Good Food Fast growth,Compensation can be more fair,,5.0,5.0,4.0,3.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 28 2017 07:36:17 GMT-0500 (Eastern Standard Time), Applications Engineer,"Chicago, IL",Current Employee ,By far the best place I have worked in my 15+ year career,I have been working at Optiver full-time for more than 3 years,4,"I have worked at two large and successful companies and one smaller government position since graduating college. Working at these other companies really lets me appreciate working at Optiver and all the benefits therein. Compensation - salary, bonus, health insurance, 25 vacation days on top of all the market holidays, and the dollar for dollar 401k match make the compensation is top tier. Culture - incredibly strong culture. Almost everyone working here checks their ego at the door and the best ideas win. The focus is on long term growth and doing the right things not only for Optiver but for the market. Executives /leadership - The people steering the ship at Optiver not only have great vision and insight they know their employees and hang out and have a beer on Fridays after work. Outlook - Amazing outlook and growth. Optiver Chicago is the best at pricing options on the SP500 complex globally. Seeing the current trend of money moving into passive index funds Optiver is poised to keep growing even in a low volatility market. Work/life balance - The after hour and weekend work here is very limited and much less than when I worked at other large companies. You are treated like a person here and if you have a family emergency people will go out of their way to cover for you. Perks - Coffee barista, catered breakfast and lunch, huge variety of snacks and drinks, ping pong table, pool table, weekly massage, beer and wine available after work. All free.",Optiver is flat organization. Overall I think being flat is better but it could feel like growth is limited. You have to work at a high level each and everyday. Once again I feel like this is a benefit. If you are not performing over a sustained period you will eventually get cut but this makes Optiver stronger as there is no dead weight.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Jan 11 2018 14:27:57 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,Business Operations,I worked at Optiver full-time,4,Flat Structure Great Office Good Food and Company Trips Great Compensation Great Teambuilding Events Fun Smart People Opportunity to learn and develop new skills in a great environment,"Team leads and managers have inconsistent skills as managers--sometimes making it hard to evaluate your performance. Also, because of that fact, people stop trusting their managers.",,3.0,5.0,5.0,3.0,5.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Sun Jan 07 2018 15:35:18 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,One of the best,I have been working at Optiver full-time for less than a year,4,"Junior level (<5 years) compensation is extremely competitive. The best (or at least top 3) on most products that we trade. Smart people with not that much ego. Pretty transparent bonus structure encourages people to help each other, promoting a friendly culture compared to other silo-ed firms (etc. Jump)","Not that much upside for the best guys - some talented traders are moving to other competitors to get paid more. In contrast, there are also some people who can't get paid not even half of what they get paid at Optiver if they leave, hence lowering the morale. Not much incentive for shareholders to take risk (e.g. exploring new products - cryptos, equity options, swaps and swaptions, etc) The best traders don't always make the best managers (see what happened at Intel vs IBM), but there is no choice because managers get paid more. Reviews are getting little obscure as traders get more specialized, and its hard to compare apples and oranges.",,4.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Tue Nov 14 2017 13:19:49 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,Amazing place to work,I have been working at Optiver full-time for more than 8 years,2,"People, technology, pay, work/life balance, great office",Always slightly understaffed which makes it hard to grow as fast as we would like.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Sep 26 2017 08:06:34 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,Rewarding place to work,I have been working at Optiver full-time for more than 3 years,9,"- Intelligent and humble coworkers - Great pay - Engineers are promoted and paid based on merit. There is transparency regarding levels (junior, senior status, etc.) and your guess is likely correct about where others are. - With everything in technology and trading constantly changing, there is much room for growth and taking on new responsibilities, even immediately after starting - Everything is solid including culture in general, 401k, massages, breakfast, lunch, snacks, five weeks of vacation shortly after starting (which everyone actually takes), and yearly company trip - Useless meetings are cut short or cut out; there is little opportunity for being bored - Team leads aren’t simply middle managers; they've excelled at the role they are leading - Expectations are extremely consistent: focus on clean, simple solutions, own the stack, grasp the feedback loop of development","- Making significant changes that affect trading can be stressful, though this is largely mitigated by frequent releases and having a plan if your solution is broken",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 29 2017 15:17:59 GMT-0400 (Eastern Daylight Time), IT Operations,"Chicago, IL",Current Employee ,Great place to work,I have been working at Optiver full-time for more than a year,6,"The benefits and perks at Optiver are really stellar. It is a very good place to work. The work is fast paced and exciting. There is an opportunity to work with cutting-edge technologies. Most of the people are a pleasure to work with. The job can be stressful at times, but the work life balance saves it. 25 vacation days is well ahead of other companies outside of the trading industry.","Salaries seem to lag behind competing firms, especially in IT operations. Optiver seems to be losing excellent rising engineers because salaries are not keeping pace with other firms out there.",,5.0,5.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Sat Sep 09 2017 07:19:23 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,Putting people around the problem,I have been working at Optiver full-time for more than 3 years,2,"- People figure out how to own and solve problems, aren't told how to solve them from top down - Great people (traders and engineers) to work with, respectful environment even when chaotic, smart people who leave egos at the door - High pay, benefits - Work/life balance, even in senior roles - Promotions/bonuses based on merit, not longevity or connections - As an engineer, you have the resources to build really well-engineered systems","- Very competitive industry, a solution that worked last year needs to be improved constantly to work next year, never done solving a problem, moving target - Hard to measure improvements to systems in constantly changing market - Sometimes decide to throw away code you worked hard on, can be tough",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 29 2017 09:50:25 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Current Employee ,"Awesome company! Successful, Ethical, Fun",I have been working at Optiver full-time,2,"Optiver Chicago is an amazing office with great people. The executive team is young, principled and accessible without tendencies to micro-manage or impose questionable policies. The overall culture of the Chicago office in particular is very nice, very diverse, and extremely active. There is always a cool outing or volunteering activity going on. People are proud to be here and there tends to be a good mix of old and new employees. There is turnover but it seems to be less than other places ive either worked at or heard of, seems natural. The office is growing which is exciting and the management and support teams do a good job of scaling without discomfort. Overall I really think this is a good place to work and if you work hard and can keep up with an all star team its a great place to be.",I honestly don't have many material cons to add. Extended hours on the Barista? Longer massages?,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Mar 24 2017 14:37:36 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,"Great place to work, highly recommend.",I worked at Optiver full-time for more than a year,2,"Great benefits, great team atmosphere, room for growth. They strive to make a fun work environment so it often doesn't feel like work.",Typical office politics can often get in the way of getting work done or people giving their best. Easy to check out in that setting.,,4.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Thu Jan 05 2017 10:47:05 GMT-0500 (Eastern Standard Time),,, ,Review,I worked at Optiver,4,"Great collaborative culture, managers were understanding and willing to help",Sometimes felt like there was lack of mentorship,,5.0,2.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Dec 04 2016 05:41:20 GMT-0500 (Eastern Standard Time), Software Developer,"Chicago, IL",Current Employee ,Interesting work. Fantastic work environment. Great people,I have been working at Optiver full-time for more than 3 years,1,Teamwork. Company ethics. Work with people from diverse backgrounds from all over the world. Inter-office communications. Great perks. Accessibility of management.,Sometimes they will keep poor performing people around a little too long before firing them. Also it can take an excessive amount of work to get everyone required to sign off on a new idea.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 01 2016 07:07:06 GMT-0500 (Eastern Standard Time),,,Former Employee ,Trader,I worked at Optiver full-time,2,"Hands on experience from day one, with flat structure and casual environment. You get to work with a lot of smart people.","You are subject to ups and downs of the derivatives industry, which is a shared risk exposure you get when you work in the industry.",,4.0,,,,,,Recommends,Positive Outlook,No opinion of CEO
Tue Dec 13 2016 21:39:03 GMT-0500 (Eastern Standard Time), Derivatives Trader,"Chicago, IL",Current Employee ,Advice from a Trader,I have been working at Optiver full-time for more than 3 years,18,"Relative to the industry, Optiver compensates its traders well for the first few years. Although salary is on the low side, with traders earning 85k USD regardless of seniority, bonuses can be high. When the company is doing well, a rookie can expect a bonus that is at least the same as annual salary, and the next promotion level can expect a bonus that is four times the rookie's. Rookies are generally promoted after 2 years. The work environment is comfortable. Casual dress means some traders wear shorts and flip-flops year-round. Lunch is catered daily, and snacks are provided in the kitchen.","Optiver has done a good job in recent years with its on-campus marketing (e.g., ""We improve the market"", ""Brilliantly different"", ""Collaboration and transparency"", etc.). However, there is an inconsistency between the company message and the reality for many of its employees. Optiver is no longer a small, tight-knit shop; it is a corporation. If given a choice between sticking to principles and maximizing shareholder value, Optiver will choose the latter. Employees have seen this time and again, with team members forced to leave under questionable, often politically-motivated circumstances. Optiver is a great short-term play. It's a good place to start your trading career. My advice is to learn as much as you can, but always be prepared to leave and join another company for the long-term. Regardless of your abilities, Optiver is always prepared to let you go.",,1.0,1.0,1.0,5.0,5.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Oct 05 2016 18:15:29 GMT-0400 (Eastern Daylight Time),,, ,"Good Compensation, Terrible Work Environment",I have been working at Optiver,18,The compensation is above average.,"The company is all about ""face time"" at the office, so be prepared for long hours (at least 12 a day). Definitely fosters an environment where people will stab you in the back or cut the legs out from under you to further their own careers. They talk a big game about teamwork, but it's one of the least conducive team environments in which I've ever worked.",,3.0,2.0,2.0,3.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Sat Jul 23 2016 22:49:33 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Watch your back.,I worked at Optiver full-time,11,Super friendly people with lots of perks to keep workers happy. Work hard and they usually will recognize your efforts and reward you accordingly.,"Don't be lulled into a level of complacency where you are unable to recognize the wolves in sheep's clothing among the general population. Always treat everyone professionally with genuine respect, but be fully aware that any of them can and will stab you in the back when you're not looking. You will inevitably step on people's toes in order to get the job done. Just be mindful of whose toes you end up stepping on, and learn to correct those missteps very quickly before it costs you.",,3.0,4.0,3.0,3.0,5.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Sat Apr 30 2016 11:55:59 GMT-0400 (Eastern Daylight Time),,,Quantitative Analyst ,Research,I worked at Optiver,5,Outstanding firm with outstanding talented professionals,None to speak of just excellent all around.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Apr 04 2016 11:43:07 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trader in Chicago, IL",Trader,I worked at Optiver for more than 3 years,3,"Entrepreneurial environment, smart colleagues, great work/life balance, intellectually stimulating, great place to learn a discplined trading mentality","As with any trading company, culture is a bit secretive. If you go in understanding this, you will respect boundaries and be fine.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sun Feb 14 2016 18:47:52 GMT-0500 (Eastern Standard Time),,,Former Employee ,Trader,I worked at Optiver full-time,1,"Great benefits, very strong technology, transparent",Poor guidance from management on future growth,,4.0,3.0,3.0,3.0,5.0,3.0,Recommends,Positive Outlook,
Tue Feb 09 2016 15:31:30 GMT-0500 (Eastern Standard Time),,,Current Employee ,Solid company to start and continue with,I have been working at Optiver full-time,1,"Great collaborative atmosphere, top notch colleagues, generous compensation.","Management has communicated poorly in the past, but this is improving.",,4.0,5.0,5.0,3.0,5.0,3.0,Recommends,,
Wed Dec 16 2015 05:01:15 GMT-0500 (Eastern Standard Time), Trading,"Chicago, IL",Current Employee ,Best place to work,I have been working at Optiver full-time for more than 10 years,4,"Great culture, great perks, great salary, great work/life balance. Hopefully I won't ever have to work anywhere else",Always hard to find the right candidates so always a bit short staffed,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sat Dec 26 2015 13:31:30 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Former Employee ,Intense and well compensated,I worked at Optiver full-time for more than 3 years,4,"Extremely smart and driven people in both trading and technology depts., very competitive compensation, good training, fast paced environment, good work/life balance, opportunity to own equity, good benefits both in and out of work (massages, free lunch, company outing, health insurance, 401k match, etc.)","Work didn't seem meaningful, leadership is inconsistent, soft skills are undervalued, company is unknown outside of the trading industry, trading has a rough reputation if you ever look to leave the industry.",,3.0,5.0,2.0,3.0,5.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Sat Nov 21 2015 17:03:45 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,Excellent company that continues to do better and better,I have been working at Optiver full-time for more than 5 years,6,"Optiver shines because it has all of the backing of a strong, successful, multinational corporate firm, with the flat structure and culture of a start-up. Here are some points that highlight this: - Superb perks/benefits and compensation. Bonuses have been consistently high for the past few years, and are only going up. There will be plenty of 7 figure bonuses this year. - You can move up very quickly. It should only take you a few years to reach the highest trader level if you are doing well. - Unlike so many other trading firms, profits are shared, forming the foundation of the teamwork-oriented culture. There is a natural incentive for information sharing and collaboration, ""all you have to do is ask."" Everyone wants to see others succeed because we all want to see the pie get bigger. - Plenty of autonomy. Good traders learn to become good entrepreneurs, pursuing success through the projects they choose. As long as you can support your ideas (over competing ideas) with logic and data, you will be able to get the resources to execute them. - Excellent work-life balance. Most traders are here from 700AM-530PM. Most traders don't come in on weekends, though some choose to. - Plenty of transparency.","- When IT is busy, it can be difficult to get your idea or project developed in a timely manner. - Continuing education could be better, although we are working on this.",,5.0,4.0,5.0,5.0,5.0,3.0,,,
Mon Oct 26 2015 16:00:47 GMT-0400 (Eastern Daylight Time), Business Operations,"Chicago, IL",Current Employee ,Exciting work with great people,I have been working at Optiver full-time for more than a year,6,"Since I have joined Optiver, I feel excited about the work I do. I am challenged every day and feel like I make an impact. I work with dynamic teams that are also passionate about what they do. I have never considered myself a creative person, but here I am surrounded by people that are full of ideas on how we can continue to improve. At first what may seem like a foreign concept becomes second nature and you find yourself doing the same. It is an environment that fosters creativity and continuous improvement. Our team separates Optiver from other companies. The people here are smart, humble, and team-oriented. We all win together. Finally, we have principals and opinions on where we stand in our industry. Whether you ask someone that has been here 6 months or 6 years, you hear the same story. It's not only refreshing, but I'm proud to be a part of a company where employees believe in our mission.",Less of a con and more of an opportunity for betterment. I've talked about continuous improvement and our employees want the same for themselves. We need to provide outlets and opportunities where our employees can continue their personal and professional development.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Nov 16 2015 08:02:53 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,Trader,I worked at Optiver full-time for more than a year,1,"Very welcoming corporate culture, and upper management really seemed like they wanted to help the individuals.","It was extremely demanding, and sometimes it got to the point where it seemed like profits were prized above all else.",,4.0,,,,,,Recommends,,
Sat Oct 03 2015 12:10:28 GMT-0400 (Eastern Daylight Time), Software Developer,"Chicago, IL",Current Employee ,A Principled Trading Company,I have been working at Optiver full-time for more than 5 years,7,"- Mission: We have a clear directive: Improve the market. I love the focus that mission brings in combination with its moral undertones. We only pursue strategies which actually add value to the world’s financial markets. And I see this play out every week as well. In meetings questions like “why should we be paid to this”, “is this a fair strategy”, and “is this money we should leave on the table” are constantly asked. It is so refreshing to work for a trading company which takes it duty to ensure stable, fair, transparent markets seriously. - Teamwork: The camaraderie, sense of togetherness, and practical outworking of the company structure are incredible. Within our office in Chicago, it feels like everyone is part of a tight-knit team that works together as true partners with no second-class citizens. Between offices there is a wonderful sense of friendly competition (every office wants the best results) balanced by the knowledge that we all share in each other’s success which motivates everyone to constantly sharing technology, strategies, and learnings. - Humility: Why are the most successful people at Optiver successful? Speaking for IT, the key is humility, being self-critical, proactively looking for critiques and advice to help yourself improve, and looking for your own faults before others. Our most senior people are the first ones to take the blame for something going wrong and push those around them to help learn from those mistakes and grow. - Intelligence: You can’t be a great company in this industry without incredibly smart people. And in addition to being some of the most humble, hardworking people I know, my colleagues are also incredibly smart. If we were ever to decide “let’s cut the person with the lowest IQ”, I’d need to start looking for a job… Thankfully I know we’ll never do that. :-)","- Professionalism Training: Because most new hires are fresh out of school, there is a need for and lack of training in “professionalism”: How to make a business case. How to produce meaningful statistics and not gibberish. How do you create, plan, and run a meeting. How do you stay organized and not drop the ball? How should you behave in a meeting? Etc. That many new hires don’t know these things is not a problem. The issue is the lack of internal development and mentoring in these areas. - Focus: Optiver has a lot of intelligent people, high quality traders, and opportunities to grow. But it feels like we’re at a giant buffet where every food option looks incredible. We’re half-way through the line, and we have a full plate and a choice: do we grab a second plate and keep moving or step back and re-evaluate what is best for our long-term health and short-term digestion? It often feels like we go for the second plate when we should ask: is that chocolate pie really going to be that good? We’ve tried it three times before and never been satisfied. Why do we think it will be good this time?",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
