date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Wed Nov 15 2017 16:42:23 GMT-0500 (Eastern Standard Time),,,Current Employee ,it's a trading company,I have been working at Chicago Trading Company full-time,3,good pay and benefits free food nice people,too much process to do easy things not enough trust in employees people disappear without notice,,3.0,4.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Sun Aug 20 2017 16:09:48 GMT-0400 (Eastern Daylight Time), Software Engineer,,Current Employee ,Great company to work at,I have been working at Chicago Trading Company full-time,4,"Workers create a great environment to work in. Always looking for new ways to improve so it's a very dynamic and fast-paced environment. Great perks like pay, free breakfast/lunch, company parties.",There is a bit of a divide between the trading side of things and the software side of things. It would be nice if this could be bridged in some way.,,5.0,4.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 27 2017 10:48:15 GMT-0400 (Eastern Daylight Time),,,Former Employee ,"Great company, limited growth.",I worked at Chicago Trading Company full-time,10,Great work life balance. Nice pay and perks. Nice annual party. Collaborative environment. Nice people to work with. Good core values.,"It's still a small company at heart. Promotions are not always meritocratic, but often based on relationships with upper management. That's not to say it's all that way but if you aren't part of the inner circle you will have to work twice as hard for promotions. It's not nefarious, it's just human nature, but sadly that's the way it is. Also they appear to be content with their current company, so expansion opportunities are not likely to happen. That means if you are a newly hired be prepared for that role to be your last one. It won't necessarily be the case, but prepare yourself for that potential reality.",,4.0,5.0,5.0,2.0,4.0,4.0,Recommends,Neutral Outlook,No opinion of CEO
Mon Jun 26 2017 09:18:25 GMT-0400 (Eastern Daylight Time), App Developer,"Chicago, IL",Former Employee ,You will either Love it or Hate it,I worked at Chicago Trading Company full-time for more than a year,4,Good physical environment Open door policy collaborative,"Lack of business ethics cliques, promotions based on political maneuvering Lack of any ethics (But that can be a hindrance in prop trading)",,2.0,4.0,1.0,3.0,5.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Tue Jul 04 2017 13:16:33 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,Stay away!,I worked at Chicago Trading Company full-time for more than 3 years,18,- very good trading team - good perks - very relaxed work environment with almost no pressure (especially for technology ppl),- very political - promotions based on back stabbing and dirty trick - total lack of understanding for the importance of modern technologies (still running on very antiquated ones) - extremely incompetent Technology management team,,1.0,4.0,3.0,4.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Fri Nov 25 2016 11:33:49 GMT-0500 (Eastern Standard Time),,,Current Employee ,Good company on a good trajectory,I have been working at Chicago Trading Company full-time,3,"If you are a developer on a trading desk, or a financial engineer or trader, then it's a very good way to learn about trading options and a good overall exposure to trading and risk management.","Most people are insulated from interacting with markets. Some employees express lack of clarity on how to progress in their careers, and feel siloed.",,5.0,,,,,,Positive Outlook,,Approves of CEO
Mon Dec 05 2016 19:18:31 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Former Employee ,Trader,I worked at Chicago Trading Company full-time for more than a year,8,- Free Lunch Program - Good perks and company events - Decent Compensation,- Increasingly Bureaucratic - Very political - Not the same firm as when I started - Advancement seems limited unless you are a partner - Individual performance not as important as the firm performance (pro or a con) - Much of your pay is salary rather than bonus.,,2.0,2.0,2.0,2.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Mon Oct 03 2016 11:19:47 GMT-0400 (Eastern Daylight Time),,, ,A place you can build a career around,I have been working at Chicago Trading Company,0,"Friendly environment, collaborative mindset to pretty much everything the firm tackles, and extremely open with all employees, regardless of position. Also has great room for career advancement as well as supplies employees with good compensation packages and exceptional benefits.","Honestly, can't think of any right now",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Sep 26 2016 11:26:31 GMT-0400 (Eastern Daylight Time), Trading Assistant Intern,"Chicago, IL",Former Employee ,Excellent Company!,I worked at Chicago Trading Company full-time for less than a year,0,CTC has an awesome atmosphere - fun and friendly and provides all of the office perks of a tech company. Would recommend to anyone.,Can't think of a con off the top of my head. Hours are not terrible depending on what group you are working with. Much better than similar paying finance jobs for hours,,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 18 2016 09:51:55 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,Highest job satisfaction to date,I have been working at Chicago Trading Company full-time for more than a year,2,"Great perks, benefits Good autonomy - management delegates well and lets engineers own products and tasks Enjoyable work atmosphere - friendly, open and collaborative Training opportunities","None that I can think of. Some growing pains, but nothing concerning. I wish I lived closer to work to join in on evening outings more easily.",,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 14 2016 13:32:57 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Great place to learn,I worked at Chicago Trading Company full-time,2,Probably the best in house options education in the business. Team environment is very collaborative and people want to help you learn and succeed.,Can be bureaucratic at times.,,5.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun May 29 2016 03:19:07 GMT-0400 (Eastern Daylight Time),,, ,Great working environment,I worked at Chicago Trading Company,2,"Free lunch, fast paced working environment , amazing perks, rewarding work that is visible company wide, great work life balance",There aren't many cons that come to the top of my head. Bonus is based on company performance (which is how all firms work),,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed May 11 2016 18:52:41 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Current Employee ,Great company,I have been working at Chicago Trading Company full-time,2,Great team environment. Company focus of maximizing strengths of employees all the way down to junior level. Good opportunity and lack of bureaucracy.,Financial industry can be competitive and extremely redundant. Certain roles have repetitive focus with no true end goal.,,5.0,5.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue May 10 2016 09:56:18 GMT-0400 (Eastern Daylight Time), Sales Representative,"Chicago, IL",Current Employee ,Easy going,I have been working at Chicago Trading Company full-time for more than a year,1,Love the office environment and managements positive attitude make working here a pleasure.,Deadlines can be moved up arbitrarily and without reason.,,4.0,3.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue May 03 2016 10:49:13 GMT-0400 (Eastern Daylight Time),,, ,Great perks and good company to work for,I have been working at Chicago Trading Company,1,Great work life balance and compensation,Can become monotonous and feel like same thing everyday,,4.0,4.0,4.0,4.0,5.0,4.0,,,
Wed Jan 06 2016 06:01:52 GMT-0500 (Eastern Standard Time), Trader,,Former Employee ,Trader,I worked at Chicago Trading Company full-time for more than 3 years,4,"Great culture, benefits, and education. It was a great place to start a career and learn a lot. You will grow with CTC.",Not great for opportunities elsewhere. If you stay at CTC you will most likely be tied there. That may or may not be a bad thing.,,5.0,5.0,5.0,3.0,5.0,4.0,,,
Wed Oct 14 2015 21:14:38 GMT-0400 (Eastern Daylight Time),,, ,Trading Assistant Intern,I worked at Chicago Trading Company,1,"Good culture, good management, free lunches, open working environment, comfortable career with a salary",Over reliance on S&P 500 Cash Index Pit on revenue,,4.0,5.0,4.0,3.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Fri Sep 25 2015 18:51:17 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,Great place to work,I have been working at Chicago Trading Company full-time for more than 3 years,2,"Has a great team environment. The atmosphere is relaxed, but employees are serious about doing well. People are very friendly. Good education department.","Just like most trading firms, market activity can dictate work hours. Some unexpected time periods can require extended work hours.",,5.0,4.0,5.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Sep 02 2015 20:49:11 GMT-0400 (Eastern Daylight Time),,,Software Developer ,Legacy code,I worked at Chicago Trading Company,7,Casual and friendly work environment Excellent facility (private bathrooms) Open to new technology and ideas Top notch in-house education Smart and helpful traders Have a drink after close on Fridays,Lots of legacy systems. Expect plenty of fire fighting. Limited compensation upside. Was told what developers can at when I joined. I've seen better work-life balance. Telecommuting strongly discouraged. Teams are a bit segregated and don't work together as well as they could.,,3.0,2.0,4.0,3.0,3.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Mon Jul 13 2015 17:46:30 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Great place to learn,I worked at Chicago Trading Company full-time,2,Great place to learn how to trade. In house education is the best in the business. Lots of smart people.,Lots of bureaucracy. Too many project managers and not enough project doers.,,3.0,4.0,4.0,3.0,3.0,5.0,Neutral Outlook,,Approves of CEO
Thu May 28 2015 18:45:36 GMT-0400 (Eastern Daylight Time), Infrastructure Manager,"Chicago, IL",Current Employee ,Infrastructure manager,I have been working at Chicago Trading Company full-time for more than 5 years,2,"They definitely espect employees. Good training program. They provide a great work/life balance. Very good communication across the firm- limited siloing, you're involved in real projects to work on. On the misc side, lunch provided every day, with all the coffee/tea/soda you can drink.",Long days can be a drag- part of the financial market though.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri May 22 2015 10:32:53 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Current Employee ,Best job in my 20 year career,I have been working at Chicago Trading Company full-time for more than a year,0,Treated with respect and given freedom to work and not be micro-managed. Free lunchs is a great perk and overall a great office to work out of.,Some people may find the ability to move up in rank limiting. I'd argue that as a minimum it would be a well respected entry on your resume if you are looking to move up the ladder elsewhere.,,5.0,5.0,4.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Mar 09 2015 12:27:11 GMT-0400 (Eastern Daylight Time),,,Trading Assistant ,Review,I worked at Chicago Trading Company,1,Good lunch program. Impressive office space. Looks like a bachelor pad. Most of the people were very nice work with.,Uncomfortable working environment. Poor management.,,3.0,4.0,1.0,3.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Tue Feb 03 2015 10:25:10 GMT-0500 (Eastern Standard Time),,, ,Review,I have been working at Chicago Trading Company,3,Really cool work environment that lasts long,A lot of people don't like to be managed that much,,5.0,,,,,,,,
Wed Feb 18 2015 19:32:12 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Software Engineer in Chicago, IL",software engineering intern,I have been working at Chicago Trading Company,1,good food and view of the office,too far away form where i live,,3.0,3.0,3.0,3.0,3.0,,Recommends,Positive Outlook,Approves of CEO
Wed Feb 25 2015 13:12:07 GMT-0500 (Eastern Standard Time),,, ,Hate this company. Hope they crash and burn,I worked at Chicago Trading Company,12,Free food in exchange of your soul,"Disorganized, backstabbers, evil people. Don't keep up with modern engineering process.",,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Wed Dec 17 2014 12:54:33 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Senior Software Engineer in Chicago, IL",Top Proprietary Trading Firm in Chicago,I worked at Chicago Trading Company,5,Work with smart people CTC Education / training program Free lunch and breakfast Beautiful spacious office Competitive compensation Meritocratic culture Work hard with reasonable hours - great work/life balance Mostly supportive management,"At times, management may overreach",,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Oct 29 2014 06:35:02 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Good perks,I worked at Chicago Trading Company part-time for less than a year,1,Great lunch benefits - lunch is paid for,"It can be faced-paced depending on the market, but that is normal.",,4.0,4.0,4.0,4.0,5.0,4.0,,,
Fri Jun 06 2014 23:40:51 GMT-0400 (Eastern Daylight Time), Former Employee,"Chicago, IL",Former Employee ,Don't take the job unless desperate.,I worked at Chicago Trading Company full-time for more than 5 years,18,Nice office. Awesome lunch program.,"Everything else. Specifically management. They fire/push out the door all of the talent and it shows. Promotions go to the most political butt kissers, while the best have their ideas stolen and then fired. Oh and remember the time they didn't even know about the gas trades that lost them a ton of money? There went the New York and London office. Not to mention rampant racism and sexism in management. Hands down the worst place I have ever worked.",,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Feb 28 2014 17:31:01 GMT-0500 (Eastern Standard Time), Engineer,"Chicago, IL",Current Employee ,Exciting development at a more honorable trading firm,I have been working at Chicago Trading Company full-time for more than 3 years,6,"Software developers can learn a lot about builing high-performance distributed systems. CTC has some outstanding technologists who have built great systems. Most of the people are sharp and nice. All CTC employees can learn about options pricing. They have a couple required classes and then a lot of optional classes run by a solid in-house education department. (One of the teachers used to be at the University of Chicago's financial math program.) Chicago Trading Company is also one of the more honorable trading firms-- they mostly stay out of shady areas of finance, and traders don't scream at developers. They also offer good work/life balance-- people go home by 5, some even by 4.","- Software developers have to do a fair amount of support (including the occasional middle-of-the-night call), even though there is a front-line support team. - The company takes unusually long to get off of legacy technology, starting 2nd and 3rd generation applications without fully shutting down the 1st generation application. I think this is because upper management makes a mandate to get off the 1st gen stuff but has no plan about what needs to be done to achieve that. - As of spring 2014, software development is being reshuffled, from a system where development was controlled primarily by the desks to a more centralized development. It might be good to wait until the dust has settled.",,4.0,5.0,5.0,1.0,4.0,2.0,Recommends,Neutral Outlook,Approves of CEO
Tue Feb 18 2014 08:02:07 GMT-0500 (Eastern Standard Time), Software Developer,"Chicago, IL",Former Employee ,Can be a good experience if you can survive,I worked at Chicago Trading Company full-time for less than a year,3,"Fency office furniture, free food, very good internal education programs; The annual 360 Performance Evaluation is a nightmare.",no opprtunities for the carrier and salary growth unless you are well connected,,2.0,3.0,2.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Fri Dec 06 2013 17:16:10 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,Do a great job and you will get noticed,I have been working at Chicago Trading Company full-time for more than 3 years,1,"Great office, higher ups are very accessible, great technology","Compensation could be better, but every employee of every company in the world feels the same way",,4.0,3.0,5.0,4.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Sep 28 2013 22:35:23 GMT-0400 (Eastern Daylight Time),,, ,Good company to learn options trading,I have been working at Chicago Trading Company,2,"-- good training program
-- meritocratic advancement",-- excitement in the job depends on market conditions.,,4.0,,,,,,,,
Fri Sep 20 2013 05:41:03 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,Senior technologist,I worked at Chicago Trading Company full-time for more than 3 years,4,"For most people, a really great place to work. High integrity, passionate and talented employees, generous benefits, energetic environment. Work/life balance is a core value. Some of the smartest traders and technologists I've ever worked with. Their business strategies are largely insulated from market conditions, and they are positioned to profit regardless of the state of the underlying or volatility markets.","Upward mobility is absolutely capped. You can get paid, but the leadership structure is set in concrete and unless someone leaves/retires, you're staying right where you are. Path to partnership is unknown and unknowable. Traders have a little too much influence on the tactical decisions in technology, resulting in inefficiency and sometimes paralysis. Progress is hard. ""Rock stars"" are identified and given too much credit/adulation relative to their peers.",,4.0,5.0,4.0,1.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Fri Aug 30 2013 07:04:27 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Current Employee ,Great company. High integrity.,I have been working at Chicago Trading Company full-time for more than 3 years,1,"smart people, teamwork oriented. generous benefits, especially for more junior people.",it used to be that you'd get stuck in one area for a long time but i think they changed that now.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Mon Jul 23 2012 09:33:31 GMT-0400 (Eastern Daylight Time), Developer,"New York, NY",Former Employee ,Great place to work with smart developers.,I worked at Chicago Trading Company full-time for more than 3 years,0,"Free food, great co-workers, laid back",Would not pay market rates,,5.0,5.0,3.0,5.0,,,,,
Sun Jan 15 2012 05:51:40 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Senior Software Engineer in Chicago, IL",Great Place to Work,I have been working at Chicago Trading Company,2,"I've been a software engineer for over 10 years in the Chicago area, and I've been at a big 5 consulting firm, and this is now my third prop trading shop. It's the best place I've been so far. - Great benefits, compensation - Work with incredibly smart people - Fully stocked kitchen, free breakfast and lunch(so much so that there is a phenomenon known as the CTC 15) - Passionate workforce. I can't say enough about this, I have yet to meet anyone at CTC that I thought didn't care and was just going through the motions. - Wonderful educational opportunities - The in house education department(3 full time people) is great.","- Promotions across teams can seem unfair. The bar for promotion on team A may seem much higher than the bar for promotion on team B. This has been an issue at every firm I've ever worked at or been a part of, but still, it happens. - Other than that, my gripes are very persnickety(like why can't we get skim milk in the upstairs fridge?)",,5.0,5.0,5.0,5.0,4.0,,Recommends,,No opinion of CEO
Tue Aug 23 2011 14:38:18 GMT-0400 (Eastern Daylight Time),,"Chicago, IL"," in Chicago, IL",People are generally happy,I worked at Chicago Trading Company,1,Good education/training system; Opportunities to work together with traders; Knowledge sharing is clear and fast; Free breakfast and lunch; Company sponsored events.,"The company is suffering from growing pains -- the top level management needs to realize that with more and more administrative level people coming to the company, the productivity of employees and information passing between people are actually becoming not so clear and timely. Some are taking advantage of this. Some get promoted, but they don't deserve it.",,4.0,4.0,4.0,3.0,3.0,,Recommends,,
Mon May 17 2010 10:22:54 GMT-0400 (Eastern Daylight Time),,"Chicago, IL"," in Chicago, IL",Review,I worked at Chicago Trading Company,2,"You will work with a lot of smart people in a casual work environment; free lunch; good pay and benefits; -first-year base salary was higher than most of my college classmates' (not including bonus) -Opportunity to learn options trading theory is outstanding--educators are top-notch and traders are generally very smart and knowledgeable -CTC is a respected firm in the options market-making space -excellent benefits-free breakfast (depending on your group), free lunch and fully stocked kitchen -fast paced environment -many after-work activities like happy hours, intra-mural sports, etc help to create bonds -CTC initiated a subsidy program for employees to take classes at local universities",Mentorship wasn't great. You will need thick skin to work here. You will get screamed at for making mistakes.,,4.0,3.0,3.0,3.0,3.0,,,,
Tue Apr 13 2010 11:00:58 GMT-0400 (Eastern Daylight Time),,"New York, NY","Trading Assistant in New York, NY","Work-hard-party-hard atmosphere, as expected at an options market-making and prop-trading shop",I worked at Chicago Trading Company,5,"-first-year base salary was higher than most of my college classmates' (not including bonus) -Opportunity to learn options trading theory is outstanding--educators are top-notch and traders are generally very smart and knowledgeable -CTC is a respected firm in the options market-making space -excellent benefits-free breakfast (depending on your group), free lunch and fully stocked kitchen -fast paced environment -many after-work activities like happy hours, intra-mural sports, etc help to create bonds -CTC initiated a subsidy program for employees to take classes at local universities","-they do not have a strong mentorship program, though this was advertised when I first started -strong sense of a clique--if you are not liked, it becomes very obvious very quickly, and you will be intimidated constantly -very much a frat-like office -you will get screamed at if you make the same mistake twice--must have VERY thick skin to work here -personal growth outside of trading was not strongly encouraged",,4.0,4.0,3.0,5.0,3.0,,Recommends,,
Wed Feb 01 2017 06:39:16 GMT-0500 (Eastern Standard Time),,, ,Best company I have ever worked for,I worked at Chicago Trading Company,0,"Profitable company with a long term vision Clear strategy that is well communicated Truly values integrity, particularly in the way it treats staff. Honest, trustworthy and transparent management and culture Long term greedy, not willing to sacrifice principles or values to make a short term profit. Very social and inclusive workplace.","Career opportunities can be a bit limiting, but nothing surprising given the industry and company size.",,5.0,4.0,5.0,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
