date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Wed May 03 2017 10:41:00 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Great place to work if you value work life balance,I have been working at Tower Research Capital LLC full-time for less than a year,0,"Flexible work life balance. Great benefits. Lots of company outings where you can participate with your co- workers, family and friends. Company is committed in building infrastructure improve work flow and processes.",The office set up can be noisy at times therefore it can be hard to focus on your work,,4.0,5.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon May 01 2017 11:54:31 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Excellent place to work!,I have been working at Tower Research Capital LLC full-time for less than a year,0,"Amazing work environment, unlike any other. Smart, kind, talented people.",Nothing at this time.,,5.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Wed Apr 05 2017 12:19:33 GMT-0400 (Eastern Daylight Time), Senior Associate,"New York, NY",Current Employee ,Amazing company with career growth opportunities!,I have been working at Tower Research Capital LLC full-time for more than a year,4,"Working at Tower has provided me with a wealth of opportunity. The firm is continuing to develop and it's super exciting to be apart of an environment full of collaboration. Additionally, the culture and the people are top notch. We host various events for cross-departmental relationship building and I can honestly say I learn something new everyday from incredibly smart individuals.","Lots of free food/drinks, so its easy to snack! That said, Tower offers a free gym membership to employees, so luckily, you can work it off!",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,,Approves of CEO
Tue Mar 28 2017 19:06:02 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Excellent place to work,I worked at Tower Research Capital LLC full-time,0,Very smart people Autonomy to get your work done Nice work atmosphere,The main office is pretty dated and cramped. Hope to get placed in 148 if you're based in NYC,,5.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Mon Mar 13 2017 14:48:30 GMT-0400 (Eastern Daylight Time), Quantitative Developer,"New York, NY",Current Employee ,Great place to retire. Not the best place to start your career.,I have been working at Tower Research Capital LLC full-time for more than 3 years,1,"Great people, friendly culture, not your regular HFT",There is a huge difference between how different trading groups operate. Some groups have very little mentoring.,,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Mar 14 2017 15:25:51 GMT-0400 (Eastern Daylight Time), Systems,"New York, NY",Former Employee ,There are better HFT firms to work for,I worked at Tower Research Capital LLC full-time for more than 3 years,11,"- Office Setup - Benefits (Vacation, Free Breakfast/Lunch) - Rooftop Parties","- Management only cares about saving money, employees are just another number. - High turnover rate. People are constantly leaving this company. - Teams are segregated. - Not the same company it once used to be. Company just cares about expanding their infrastructure instead of perfecting their current one.",,2.0,2.0,3.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Thu Feb 02 2017 07:11:53 GMT-0500 (Eastern Standard Time),,,Current Employee ,Senior Quantitative Trader,I have been working at Tower Research Capital LLC full-time,0,"smart colleagues, nice office, decent pay",lack of opportunity for advancement,,4.0,4.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Jan 10 2017 21:00:50 GMT-0500 (Eastern Standard Time),,,Former Employee ,"good benefits, pressure cooker at times",I worked at Tower Research Capital LLC full-time,1,"great ppl, lots of free food and snacks, some parteis were off the hook","sometimes deadlines were unrealistic, but we got it done but not much recognition. lack of direction sometimes about what the junior guys shoudl be doing. lacking some good managment maybe.",,4.0,3.0,5.0,3.0,5.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Tue Oct 04 2016 05:23:19 GMT-0400 (Eastern Daylight Time),,, ,Support,I worked at Tower Research Capital LLC,15,"Good compensation. Benefits are top notch. If you've got a good manager, then you'll get the flexibility needed to have a decent work life balance.","Not a client facing environment, so tends to feel like we're not really accomplishing anything. Not an environment where one can thrive as senior management tends to foster a culture of ""no"" i.e. ""no we don't things that way"", ""no that's not a priority"", I once noted in a review that ""this is where professional development comes to die"". So anyone looking for advancement in their career, this may not be the right place unless you're a trader, or a senior technology professional. Work life balance can be a challenge depending on what you do. I don't let go of my work phone even on the weekends and/or when on vacation.",,2.0,3.0,1.0,1.0,5.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Wed Aug 24 2016 18:17:23 GMT-0400 (Eastern Daylight Time), Core Software Engineer,"New York, NY",Current Employee ,Core Engineering Software Developer,I have been working at Tower Research Capital LLC full-time for more than 5 years,8,I joined immediately after college so Tower is my first job. * Interchangeability between teams/offices(regions) * Relative freedom to choose the stuff you want to work on.,"* Very self contained world where you loose perspective of the rest of the world * Relative lack of idols * A lot of focus is on increasing the breadth of your knowledge, where as you might be more interested in increasing the depth.",,4.0,4.0,4.0,4.0,4.0,3.0,Recommends,Positive Outlook,
Thu May 19 2016 14:45:42 GMT-0400 (Eastern Daylight Time), Helpdesk Administrator,"Hoboken, NJ",Former Employee ,Fun Place To Work,I worked at Tower Research Capital LLC full-time for less than a year,8,Relaxed office environment Casual dress Junk food and drinks everywhere free breakfast and lunch daily Quarterly office parties Numerous company outings Everyone is friendly Highly technical company,"-Lack of feedback given over a long period (2 months in I was doing wonderful, but 4 months later I'm somehow screwing up everything) -My manager was scatterbrained and he left task delegation up to the co-workers on my team, which usually created further problems since they didn't delegate tasks effectively -Parties are on Thursday nights - Myself and another employee (out of 5 of us) rotated between two offices on a weekly basis so it was hard to keep track of everything, I was expected to know about everything going on in the other office (including the locations of specific things that may have been moved by the 3 employees that were there permanently) even though I wasn't there for a week, as well as the office I was currently in . So effectively, the two of us had to manage twice as much as the 3 other guys. We were also expected to complete tasks in the other office even though we were supposed to be the only one in the smaller office all week. -Must be a master of multi-tasking, I was expected to be doing about 3 to 5 different things at any point in time. Sometimes I was expected to do things that required me to be at my desk and away from my desk simultaneously! I was actually reprimanded for spending too much time doing one essential project that was given to me by a co-worker and had a short deadline (""what were you doing WHILE you were working on the laptop?"") - 3 people had seniority in my team, two were local but in different physical locations and didn't communicate much, the third was about 1,000 miles away and wanted me to do things differently than my boss did, so there was always a he said/she said scenario arising.",,4.0,4.0,5.0,3.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Jun 17 2016 11:35:58 GMT-0400 (Eastern Daylight Time),,, ,good place to start career or for trader with proven alpha,I worked at Tower Research Capital LLC,2,"Good place for young engineers/coders/traders to learn and get some experience on their resumes. Smart coworkers, fun perks, cool office, sweet roof deck. Top-notch trading infrastructure.",No clear upward mobility. Some unfortunate office politics. Internal chargebacks to trading teams disincentivizes trying new things.,,3.0,4.0,3.0,1.0,4.0,2.0,Positive Outlook,,No opinion of CEO
Fri Jun 03 2016 23:07:51 GMT-0400 (Eastern Daylight Time),,, ,Trader,I have been working at Tower Research Capital LLC,1,Good people. Good food. Many events.,Infrastructure not so good. needs more info.,,4.0,,,,,,,,
Thu May 26 2016 15:34:34 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Tower,I worked at Tower Research Capital LLC full-time,0,Relaxed Atmosphere Great Parties Great Benefits Cool People Nice Office Space,Not much structure No cooperation between groups,,4.0,4.0,4.0,3.0,5.0,2.0,Recommends,Positive Outlook,Disapproves of CEO
Sat Apr 09 2016 20:37:16 GMT-0400 (Eastern Daylight Time),,, ,Quantitative Trader,I worked at Tower Research Capital LLC,2,"Office and work environment, technology and resources, sharpest people.",Ethnic or nationality based group subdivision.,,4.0,,,,,,Recommends,,Approves of CEO
Mon Jan 25 2016 20:32:39 GMT-0500 (Eastern Standard Time),,, ,Developer,I worked at Tower Research Capital LLC,1,"Great Benefit, Smart people, Great Work life balance",Nothing in my mind at the moment,,4.0,,,,,,,,
Tue Jan 05 2016 01:59:55 GMT-0500 (Eastern Standard Time),,"New York, NY","Software Developer in New York, NY","Young, stress free environment",I have been working at Tower Research Capital LLC for more than 3 years,6,"Great environment, you can work on interesting challenges, competent management. Also pretty good parties.",Communication among teams is not optimal but getting better.,,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Nov 04 2015 10:32:01 GMT-0500 (Eastern Standard Time),,, ,Software Developer,I have been working at Tower Research Capital LLC,0,It is a great environment to work.,Can not work from home,,5.0,,,,,,,,
Mon Sep 21 2015 19:56:49 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Challenging,I have been working at Tower Research Capital LLC full-time,2,"Dynamic, competitive and intellectually stimulating environment. The industry itself is very interesting; you will never get bored of your job.",Can get very stressful at times; poorly managed company with good people. Promotes self-interest over collaborative growth; not so strong culture.,,4.0,2.0,3.0,4.0,5.0,2.0,,,
Mon Feb 16 2015 06:05:41 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY","Unique environment, fun, pays well, quirky, maybe a little immature",I worked at Tower Research Capital LLC,13,"Smart colleagues, excellent compensation, responsive IT, time-off is great, work-life balance taken seriously, lots of perks, parties & outings. Office is beautiful ( Eastern decor may not appeal to everyone ). Great rooftop space. Cutting edge technology. Lots of freedom to explore your own ideas.","Workforce is on the young side ( lots of fresh-outs ) and office environment sometimes caters towards the post-college crowd in a negative way. Management very hit-or-miss, some are tough micro-managers and others seem to be ""checked out"". Lack of visibility into the firm's ""numbers"" in any meaningful way ( you should expect this at these types of firms . )",,4.0,5.0,3.0,3.0,5.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Tue Jan 13 2015 17:46:25 GMT-0500 (Eastern Standard Time), Trader,"New York, NY",Current Employee ,Great place to work,I have been working at Tower Research Capital LLC full-time for more than a year,9,Groups are charged based on what they spend. Team bonus is formulaic and based on sharpe. The infrastructure team is top notch. Great parties and fun social life.,Trading groups are heavily silo'ed. There isn't much interaction across groups. Expectations aren't always made clear with regards to risk and performance.,,4.0,4.0,4.0,4.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Fri Jan 30 2015 08:48:03 GMT-0500 (Eastern Standard Time),,, ,Great place to work.,I have been working at Tower Research Capital LLC,0,Great place to work. Incredibly smart and hard working coworkers. Relaxed atmosphere and competitive compensation. Great benefits.,Not too much interaction between departments and groups.,,5.0,4.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,
Sun Oct 26 2014 20:05:23 GMT-0400 (Eastern Daylight Time),,,Current Employee ,"Briefly a great opportunity, then just a job.",I have been working at Tower Research Capital LLC full-time,17,"Snacks, food, parties and other activities. OK (not great) offices. Very recognizable name in the industry.","EXTREMELY SILOed firm and even internally within Teams. Management appears to be Winging It. In Technology, what used to be the bread & butter of the firm, very few opportunities for advancement outside a small group of people. Outright Favoritism & Nepotism in a number of cases. Growing pains & high turnover. Your ability to leave and work for a competitor is severely limited, which means that your chances of doing so are very low - this means that they do not have to compete as hard for you with career advancement. compensation or other things.",,2.0,3.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Tue Jul 15 2014 18:12:53 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Changes are made,I have been working at Tower Research Capital LLC full-time for more than 5 years,29,"Free meal and snacks. Long vacations. Work/life balance is pretty good. For trader, the pnl cut plan is awesome if your sharpe is outstanding. Seldom fire/layoff people, unless u r an underperformed trader or screwed sth badly.","communication breakdown: bonus delayed without notice; people kept working on orphaned project/ticket whose requestor was fired. frequent management change: Entire legal department swept, general counsel, CTO and CCO changed in last 2 years. little room for career advancement and everyone is only allowed to work on their own small part. culture changed and new policy made the place like a bank such as Soc Gen.",,2.0,5.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Jul 07 2014 07:45:09 GMT-0400 (Eastern Daylight Time), Quantitative Trader,"New York, NY",Former Employee ,"Silo culture, nice and extremely qualified people, amazing perks, a lot of freedom , best performance-based pay around.",I worked at Tower Research Capital LLC full-time for more than a year,6,"Extremely qualified people, the purest form of meritocracy (pnl-based), a lot of freedom, super casual environment, very relaxed but focused atmosphere, top technology, best (by far) performance-based pay/incentive structure around, insane perks (a free on-site pantry which is almost a full grocery store, free lunch/breakfast, free tickets to NYC shows, very beautiful yet informal offices, etc.).","Work on your own (or come with your group). Until achieving reasonable p/l (unless arriving with huge reputation), any group will enjoy extremely limited human support (programmers, collaboration, etc)..",,4.0,5.0,5.0,4.0,5.0,4.0,Recommends,Neutral Outlook,Approves of CEO
