date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Aug 29 2019 08:29:07 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,Good mixture of technology and finance,I have been working at Two Sigma full-time for more than 3 years,1,"Collaborative culture with extremely intelligent employees. People are nice, smart, and very driven. The problems are technically challenging, and there are growth opportunities spread throughout the firm. Internal mobility is accepted, and it's possible to have a long career here while working on several different teams/products.","The company is growing rapidly and is starting to experience big-company problems. Politics can occasionally impact productivity, especially with regards to titles and team size.",,5.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Sep 05 2019 16:59:18 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Former Employee ,Decent company,I worked at Two Sigma full-time for more than a year,2,"Interview bar very high, so generally very good peers",little strict about office timings,,3.0,3.0,3.0,3.0,5.0,3.0,,,
Thu Aug 08 2019 08:11:05 GMT-0400 (Eastern Daylight Time), Quantitative Researcher,"New York, NY",Current Employee ,Great place for a quant researcher,I have been working at Two Sigma full-time for more than a year,4,1. Great work-life balance and flexible hours. 2. Smart people with high level of intellectual curiosity as their main motivation. 3. Great tech-company-like culture that values creative ideas from everyone. 4. Challenging and interesting work.,No major complaints yet.,,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 15 2019 09:26:47 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,"Small Teams with Big Impact, Mostly for the Better",I have been working at Two Sigma full-time for more than a year,7,"The broad context here is I'm extremely happy with my job at two sigma. I've been here for 1.5 years and in that time, I've learned and grown more than I would have thought possible. - Almost everyone I've worked with in my corner of the Engineering world has been very kind, creative, and incredibly driven. - Since team size is small relative to the number of products, impact-per-person can be extremely significant. It's possible to be a star, even as a new employee. - Compensation is head-and-shoulders above similarly tenured roles in the rest of the industry. - Casual, geeky, tech-focused culture relative to other firms in this sector. - In-office extra-curriculars (giving talks, attending internal classes, organizing volunteering events) are readily available and encouraged by management - A strong lean towards the DIY in engineering projects means you'll probably learn a lot about parts of the software development process you might not elsewhere. - A gold star on your resume. TS is a heavy hitter as far as perceived engineering clout.","On the flip side, growth can sometimes be painful. - It somehow always seems like there's 20% more work to do than the amount of time there is to do it. Small teams with out-sized responsibilities in combination with the type of passionate/ambitious personality that TS seems to attract can produce an environment of intense self-imposed stress. - That same strong DIY lean? Means a lot of projects get built from 0 to 1 by one or two people, and fail to make the leap from 1 to 2 as it's realized they're a lot more difficult to make stable and production-ready than it was to produce an MVP. - As an adolescent company, TS is beginning to hit some phase changes with things like maintenance of aging software, management of organizational structure, and knowledge sharing. - Less hierarchical than many companies in its sector, but you can still feel like you're at the whims of a teetering stack of managerial decisions at times. It's often hard for bad news to propagate up the stack since people will soften what they say to higher-ups. This can lead to directional decisions being made without knowledge of the situation on the ground. - Front-end development is largely unsupported by the build/test infrastructure and varies wildly from team-to-team as each one learns separately to deal with the quirks.",,4.0,3.0,5.0,5.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 15 2019 08:19:17 GMT-0400 (Eastern Daylight Time), Systems Engineer,"New York, NY",Current Employee ,Fast moving great workplace for innovative minds,I have been working at Two Sigma full-time for more than a year,1,Very transparent and this company opens a zillion ways to learn new stuffs to help personal growth . this company has great benefits and there is always food in the pantry no dress code,"It moves too fast at times in terms of inheriting technology so, we jump /upgrade sooner than really required. No work from home options",,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 13 2019 18:34:21 GMT-0400 (Eastern Daylight Time), Senior Vice President,"New York, NY",Current Employee ,"Smart people, no pressure for results",I have been working at Two Sigma full-time for more than 10 years,2,"Hire smart people, good historical returns","No urgency for any productive results, Tons of politics especially in the engineering group.",,3.0,5.0,3.0,3.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Sat Jul 27 2019 10:30:51 GMT-0400 (Eastern Daylight Time), Talent,"New York, NY",Current Employee ,"Highly Engaging Colleagues, Fun Work Challenges to Solve, Amazing Benefits",I have been working at Two Sigma full-time for more than 3 years,0,"The people are sharp, thoughtful and very kind. It feels like you're back in school, except that you're getting paid to learn and grow!","You need to be proactive about your career path. The firm is growing and it's important to take ownership over new projects, and continue to find ways of advancing. It's a relatively flat structure.",,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Jun 16 2019 20:23:31 GMT-0400 (Eastern Daylight Time), Talent Acquisition,"New York, NY",Current Employee ,Exciting and Challenging Work,I have been working at Two Sigma full-time for more than a year,1,"Great benefits, fair pay, smart and driven team. Collaborative and down-to-earth people across the firm.",Flat team structure means that growth can take time ( but is possible).,,5.0,4.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Feb 05 2019 14:50:53 GMT-0500 (Eastern Standard Time), Executive Assistant,"New York, NY",Former Employee ,"Great snacks, terrible management",I worked at Two Sigma full-time for less than a year,13,Read above. Good snacks and kombucha,"poor management structure, no one advocating for you",,1.0,3.0,3.0,1.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Tue Sep 25 2018 20:55:59 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,"Still interesting, despite inevitable creeping disease of becoming a large company",I have been working at Two Sigma full-time for more than 3 years,19,"Modernizing of technology stack There are some still really great managers who do want you to succeed Flexibility with choosing projects sometimes, flexible hours Gym","As others have mentioned, bureaucracy and red-tape in addition to heavy dosing of politics Blatant nepotism, especially within the network of former Goldman Sachs employees Engineering middle management emphasizes and rewards the wrong set of behaviors Most senior/high-level positions (and corresponding SVP titles) are given to new hires rather than loyal, long-time employees",,4.0,4.0,3.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Jul 31 2018 23:45:56 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,"Politics, politics, politics....",I have been working at Two Sigma full-time,36,"Pay is good/decent, benefits are amazing. Perks are really good (gym, free food, all the snacks in the kitchen, etc). Lots of smart people walking around that are mostly humble and will answer your questions. Complex environment but you can and probably will learn a lot in a relatively short amount of time.","The usual corporate bureaucracy and politics. As Two Sigma grows into a medium-sized entity, there are some growing pains. Limited upward mobility depending on your management chain (they essentially shut down a partnering project with a chance for me to transfer to that team). Depending on your engineering area, work/life balance can be bad. Mixed use of proprietary technology and open-source. The proprietary stuff could hurt your marketability. Did I mention all the politics and corporate red tape around everything?",,3.0,3.0,4.0,3.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 30 2018 21:50:09 GMT-0400 (Eastern Daylight Time), Quantitative Researcher,"New York, NY",Former Employee ,Sucks,I worked at Two Sigma full-time for more than a year,45,None that I can think of. This place is plain hell.,"There are so much racism and finance-bro-esque bullying at play that makes it so hard to work at. Unless you are white or Indian, don't go to this place.",,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sun Jun 10 2018 17:36:45 GMT-0400 (Eastern Daylight Time), Quantitative Researcher,"New York, NY",Current Employee ,"To me, super interesting work matching my skills",I have been working at Two Sigma full-time for less than a year,21,"(1) As a quant researcher, super exciting work. See the impact of your own models to bring revenue to the company, see you can predict the future by using advanced quant techniques; (2) Great work-life balance, the company understand that great idea takes time to become effective and it understands that letting researchers have their own schedules and pace is good in the long run; (3) Excellent pay with no doubt.","In my view, the company hires way many engineers than needed sometimes. I need to maintain the bar to be high and hire just enough and really excellent engineers, and of course treat them well. Too many so-so hires hurts the company reputation and the business.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Aug 28 2017 18:11:15 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,Good choice if you don't mind DIY on a lot of things,I have been working at Two Sigma full-time for more than 3 years,9,"While they are really in the financial world, the technical level is really good. There are lots of in-house engineering solutions and combination of open-source products with specific configuration/upgrades. Engineers are encouraged to take responsibilities on whatever projects that matter. Some people do enjoy that feeling of making great impact or building something from ground.","A portion of those projects apparently became ""abandoned"" after the team/person backing it left. Now you are left with two choices: 1) read someone else code (remember that person could be not working in the company anymore) and fix it 2) rewrite the whole thing on your own. Lots of engineers here are so smart that they often chose the second solution and managed to success on that (short-term), which to some extend make the problem for the entire software ecosystem worse (less standardized, worse compatibility with each other and less reliability of services).",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,No opinion of CEO
Thu Aug 31 2017 04:03:43 GMT-0400 (Eastern Daylight Time), Data Scientist,"New York, NY",Current Employee ,Treats employees well; relaxed tech-focused environment,I have been working at Two Sigma full-time for more than 5 years,6,"Research and technology drives everything here. At times it feels more like a research firm instead of the super successful hedge fund and trading company that they built themselves into. They treat their employees well, and the environment is relaxed. Casual dress, flexible hours, on site gym and showers, tons of snacks, great parties. Probably the best thing is the depth of talent here. They really recruit the best of the best. Technology is solid in the infrastructure, trading, and development groups, and management is committed to investing in tech. They are very conservative when it comes to compliance. They are super focused on not taking risks when it comes to legal responsibilities.","They are becoming larger and more beaurecratic. They have been around for 16 years and are expanding into new businesses, and with that success they have loss some of the startup vibes they once had. Although they are committed to tech investment, they are now 16 years old and this area of tech is changing rapidly. tantly upgrading systems brings its own challenges. There is often a blend of old and cutting edge, and sometimes you are on your own if you want to use the cutting edge stuff. They are also heavily regulated, and this weighs alot on how fast they are able to move.",,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 12 2017 11:14:34 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Opportunities and challenges abound,I have been working at Two Sigma full-time for more than 5 years,1,"Growth and change at the company create chances for individuals to move up and over to new roles. The in-office perks are nice, though free food and drinks seem to be ubiquitous these days. There are great people - kind, dedicated, intelligent - in roles and teams across the company.","Astronomical growth creates all kinds of organizational challenges that, if the managers aren't up to the task, can leave teams constantly switching directions and re-prioritizing short-term goals.",,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Jan 04 2017 07:09:50 GMT-0500 (Eastern Standard Time), Software Engineer,"New York, NY",Current Employee ,Glad I ended up here!,I have been working at Two Sigma full-time for more than a year,11,"Work/life balance - Management doesn't want people to burn out and actively looks out for your working conditions. My manager will regularly tell me to go home when I work past 6:30 and gives me mornings off when I work late fixing a high priority support issue. People/Culture - The people are great! Everyone I've worked with here has been highly competent and easy to work with. There's a huge culture of learning and exploration here. Tons of tech talks and study groups with food catered in year-round. There's also non work-related groups and competitions for just about everything like Poker, Bridge, Magic The Gathering, Basketball, Running etc.. Work - The work itself has been quite fulfilling. I can't speak for how it is on every team, but I've worked on backend, frontend, infrastructure, networking, devops, and mobile for my team. My manager does an excellent job at matching me with projects that I'm currently interested in working on. There's a constant stream of exciting and technically challenging new ideas and features. Career Growth - Two Sigma wants to keep people for the long haul and it's super easy to move around the company. There's a big emphasis on setting work related goals for yourself to help you grow and revisiting them a few times a year to see where you're at.","There's still some red-tape around getting environmental changes approved. However, over the last year there has been a ton of progress on speeding things up and being more flexible on security concerns as more teams explore different environmental setups. Some of the legacy internal infrastructure is starting to show its age. There's a lot of work being done to modernize it and embrace more open source solutions, but there's still a ways to go. However, teams who are working in the cloud don't really have to worry about this.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Jan 28 2017 15:16:12 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",Employee,I worked at Two Sigma,0,Great work environment. Amazing people.,"A lot of changes and re-structuring of teams, but that's not necessarily a con.",,5.0,5.0,,,,,Recommends,,
Sun Dec 25 2016 06:02:13 GMT-0500 (Eastern Standard Time),,"New York, NY","Software Engineer in New York, NY",Software Engineer,I worked at Two Sigma,7,Great compensation Pretty good benefits Really smart people who love to learn Some semblance of a work balance can be maintained,Really don't like the open environment. Sometimes it is very hard to concentrate Typical growing small company. Several people shouldn't be managers but are because they were good at other jobs,,4.0,4.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sat Oct 22 2016 10:33:01 GMT-0400 (Eastern Daylight Time), Product Manager,"New York, NY",Current Employee ,Supportive and flexible,I have been working at Two Sigma full-time for more than a year,12,"The people, hands down. Experiences vary, but my two years at TS have been marked by strong collaboration and a willingness to get things done rather than marking turf. We have a lot of highly intelligent people, which opens up big possibilities for ambitious systems. The office environment is low-key and easygoing, plenty of daylight, and comfortable. The work is interesting and draws heavily from recent computer science research - in some cases implementing code based on techniques we've learned from reading published research. And you get to bring your whole self to work - not some corporate shell.","The open office floor plan makes it hard to concentrate at times, even with a noise canceling headset. Some highly intelligent people are really socially awkward, so you have to be really explicit about how you're feeling and what you need from them. A lot of managers need more training to manage people.",,5.0,5.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Sep 02 2016 02:27:28 GMT-0400 (Eastern Daylight Time),,"New York, NY","Vice President Engineering in New York, NY",Great company - Amazing talent,I have been working at Two Sigma,3,You will make an impact as soon as you set foot through the door. Everyone I work with is very smart and approachable.The company is focusing on standardizing and simplifying its platform(s) which is an amazingly exciting time to be here for those that like to be part of a redesign. Those that can self manage and collaborate well will have an amazing career.,Because everyone is so smart and able it is almost assumed that you will be attempting to reinvent the wheel to get your project off the ground but the result is a plethora of home-grown tools and services.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Jun 05 2016 12:35:50 GMT-0400 (Eastern Daylight Time), Software Reliability Engineer,"New York, NY",Former Employee ,Not worth it,I worked at Two Sigma full-time for more than 3 years,188,"Human Resources department has been doing a great job at posting fake 5-star reviews on Glassdoor, all to convince the founding partners and the outside world that everything is just peachy.","Compensation is low compared to peers. There are no real growth opportunities. If you want to learn something new, then forget about this place and move on. The technology is arcane, bloated, poorly managed, and plain old. You will be told lies at the interview about the so-called state-of-the-art internal technology stack. There's no real innovation either, only pretend business-unrelated ideas which never fully materialize. Many promising projects silently fail. Most VPs and MDs are pretty bad at their job, although they are very good at blaming each other for failures, taking credit for each other's accidental achievements, exaggerating their own results, and convincing the upper management that they're worth the unreasonably high compensation. Partners have no idea what's going on and why things aren't working anymore, but they keep on introducing and removing dubious workflow/HR procedures, restructuring the company every 6 months, moving people around, reassigning responsibilities, and hiring external CTOs. Don't waste your time there!",,1.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Jul 14 2016 21:42:28 GMT-0400 (Eastern Daylight Time), Vice President ,"New York, NY",Current Employee ,Great company! Hard to get in but well worth it!,I have been working at Two Sigma full-time for more than a year,5,This is a place that really cares about doing right by its employees. The perks are great and senior management is focused on the right things. There is definitely a culture of learning and a strong willingness by management to support experimentation and exploration -- feels rather unique for a finance firm.,Very time-consuming hiring process (on both the side of interviewers and interviewees). Not convinced it's as effective as it could be given the time investment.,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 07 2016 06:11:30 GMT-0400 (Eastern Daylight Time),,"New York, NY"," in New York, NY",anonymous,I worked at Two Sigma,4,"Great culture, location, offices Highly successful company Outstanding senior management Team","No longer a small company, working hard to stay entrepreneurial Tech resources in short supply for corporate functions (but improving)",,5.0,4.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue May 24 2016 04:43:33 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,Great place for technologists,I have been working at Two Sigma full-time,8,"Huge emphasis on technology as a competitive edge makes it a great environment for an engineer working in finance. The company truly values its employees and it shows in a variety of ways. (i.e. gym, free food, professional growth opportunities). Work with some of the best people in the technology industry on a daily basis.",The company's rapid growth constantly stresses organizational processes. The selective interview process can be brutal.,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun May 01 2016 19:54:20 GMT-0400 (Eastern Daylight Time), Vice President ,"Houston, TX",Current Employee ,Tech-focused finance firm,I have been working at Two Sigma full-time for more than 3 years,10,"Hours are very flexible. Benefits, perks and pay are quite competitive. Hiring standards are very high. I work with very smart people.",Technology is not always cutting edge. Bureaucracy and legacy software gets in the way of doing your job at times. Secrecy and lack of transparency create impediments.,,5.0,5.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,
Tue May 03 2016 14:04:29 GMT-0400 (Eastern Daylight Time), Financial Analyst,"New York, NY",Current Employee ,High level individual responsibility & autonomy,I have been working at Two Sigma full-time for more than a year,3,"High level of talent - the firm is filled with smart people High level of impact - the projects we take on are meaningful Interesting work - you will have the opportunity to be creative & take on interesting challenges Autonomy applies to work life balance - you are responsible for creating value, not for putting in long hours","It's up to you to determine how to contribute to the success of the firm, since you are given autonomy. This can be con, if you require direction to succeed.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Apr 04 2016 05:34:39 GMT-0400 (Eastern Daylight Time), Manager,"New York, NY",Current Employee ,Manager,I have been working at Two Sigma full-time for more than a year,1,Good environment and spacious office-good benefits-nice people-a good company that takes care of its employees.,growing pains.to know who is who and does what.,,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Sat Jan 23 2016 20:34:28 GMT-0500 (Eastern Standard Time),,"New York, NY","Product Manager in New York, NY",Great Company to work for,I have been working at Two Sigma for more than 3 years,8,"Extremely high calibre engineering talent, great work culture, less bureaucracy. Continuous learning, free laundry, great bonuses(depends on your job and performance) and kitchen stocked with really healthy food and drinks, free friday bagels and once a month free lunch","Bad 401k, no free lunch/dinner, Gym has limited equipments with no steam sauna",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Dec 28 2015 21:19:16 GMT-0500 (Eastern Standard Time), Software Engineer,"Houston, TX",Current Employee ,Great place to work!,I have been working at Two Sigma full-time for more than a year,6,"By far some of the smartest people I've ever worked with. The culture of Two Sigma really promotes collaboration, and respect in the workplace is highly emphasized.","Teams are incredibly lean and depending on department, understaffed. This creates a heavy support burden at times. Certain departments also carry a scary amount of technical debt.",,5.0,3.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Dec 09 2015 07:21:15 GMT-0500 (Eastern Standard Time), Software Engineer,"New York, NY",Current Employee ,Best place for nice geeks to work,I have been working at Two Sigma full-time for more than a year,4,"I've been at more than a few companies and was initially skeptical, but TS is pretty fanstastic. It's an engineering place through and through. Almost everyone is a developer of one kind or another. The people are very smart across the board with some seriously high highs, the interactions between people are expected to be nice and open (and are -- no jerks allowed), the work is very interesting (lots of big problems to solve for sophisticated internal users in a very competitive space), opportunities for internal mobility are best I've seen by a margin, senior management are super smart, nice, and engaged engineers. Big emphasis on community and internal learning and networking, regular hackathons, talks/presentations/study groups/etc all the time, by both internal and external people. Opportunities for OSS contribution, room to experiment.. And in the middle of NYC. Hard to beat.","I've been here a year and it's hard to think of many cons. Interview process is tough to pass. It's typically far from rigid environment and there are lots of opportunities, so being a self-starter and self-motivated is pretty much a must.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Thu Dec 10 2015 08:23:54 GMT-0500 (Eastern Standard Time),,"New York, NY",Current Employee ,Great place to work,I have been working at Two Sigma full-time for more than a year,1,"Responsive and considerate company, great perks",Sometimes feels very large and disconnected,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO
Mon Oct 26 2015 12:03:17 GMT-0400 (Eastern Daylight Time), Senior Software Architect,"New York, NY",Current Employee ,Best company to work for,I have been working at Two Sigma full-time for more than a year,4,"Great working environment, very interesting and challenging problems to work on, top technology, very good benefits.",Can't really talk about what you are doing. Some limitations in what you can do with your money.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,
Wed Nov 04 2015 18:04:41 GMT-0500 (Eastern Standard Time),,"New York, NY","Quantitative Software Engineer in New York, NY",A highly enjoyable blur each workweek,I have been working at Two Sigma,3,Good vision from management. Engineering focused on quick experimentation to prove feasibility followed by judicious hardening and iteration. Excellent co-workers. Absurd perks.,"Management has good expectations of what can be achieved in a reasonable workweek, holds employees to what is reasonable, but talks expectations as if much more is possible. Inbox zero adherents may be disappointed.",,4.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 26 2015 08:49:38 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Two Sigma Investments LLC A+,I have been working at Two Sigma full-time for more than a year,1,Two Sigma demonstrates that they care about their employees and strives to seek out and retain talent.,I haven't come across any cons to working here since I started over a year ago.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,,
Sun Nov 01 2015 11:34:13 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY","Great company, exciting future ahead",I have been working at Two Sigma,2,"+Great benefits +Internal mobility encouraged +Location (Soho!) +Extremely low voluntary turnover rate, once people get here, they want to stay +Collaborative culture (minimal offices, no cubicles)",-Growing pains due to rapid expansion--some managers have been promoted into positions that they're not necessarily prepared for due to their institutional knowledge,,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 08 2015 12:30:57 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Upward Mobility,I have been working at Two Sigma full-time for more than 5 years,2,"Not only is the culture amazing, but they believe in growing their talent. There are many former receptionists working their way up the ranks.","As the company grows, more processes are codified and locked down. This leads to some extra paperwork.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Thu Jul 09 2015 06:30:10 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Great organization doing very challenging work,I have been working at Two Sigma full-time for more than a year,4,Two Sigma is one of the few organizations that I've been part of that cuts through politics and values your contributions. The company is growing fast and it has been able to maintain a unique and positive culture. The informal environment let's people be who they are. There is just enough structure to be helpful without being bureaucratic. Tons of challenging projects to work on. Two Sigma is doing leading edge work in a number of areas.,If you like more traditional organizations that aren't changing quickly then Two Sigma is not for you. Alot of people being added...new faces appear every week. That kind of fluid environment might not be for some.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
