date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Sun Jun 03 2018 11:32:40 GMT-0400 (Eastern Daylight Time), Senior Software Engineer,"Chicago, IL",Current Employee ,Technical strength and open communication,I have been working at DRW full-time for more than a year,1,"Awesome pay and benefits, strong colleagues who are driven and results-oriented but in a laid-back manner(typically). Over my time I have seen some great engineers leave DRW. Though the present talent, and the draw for skilled, and pragmatic developers to join us remains exceptionally strong. I learn a ton from my colleagues. Open communication across teams and the software culture is making a comeback. I'm excited about our potential and wouldn't consider a change for the foreseeable future.",Nothing standing out. Nice to have more sponsored restaurant/bar/etc outings for internal teams.,"Thank you for sharing your positive experience at DRW. Open communication and a strong culture are two areas of focus for us, and we’re glad you have seen a positive result. We’ll continue to think about how we can do this better and retain the skilled employees who have enriched your experience at DRW.",5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon May 07 2018 06:31:43 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great Environment,I have been working at DRW full-time,0,Great environment to work in. Everyone is very respectful of each other.,I can't think of any.,"Thank you, we appreciate you taking time to share your experience at DRW on Glassdoor.",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed May 02 2018 11:13:32 GMT-0400 (Eastern Daylight Time), Cash Analyst,"Chicago, IL",Current Employee ,Great company to work for!,I have been working at DRW full-time for more than 3 years,1,"DRW is an amazing company to work for. It has plenty of perks (free breakfasts and lunches, wine tastings on Fridays, company provided cell phones, cool DRW logo gear, and many more!) It's a pleasure to work with super knowledgeable co-workers and managers. Everyone is down to earth and chilled. Very laid back atmosphere. Jeans every day. Very happy to be a part of this amazing culture!",None at the time of review,Thank you for sharing your experience at DRW on Glassdoor. We’re pleased to know you are supported and happy in your role.,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Apr 11 2018 08:15:33 GMT-0400 (Eastern Daylight Time),,,Former Employee ,"Used to be great, now it's so-so",I worked at DRW full-time,3,Pay is competitive but becoming less so. Good benefits (insurance and dental are good. free lunch. 50% 401k match. game room),management has lost its way. firing of homegrown talent to bring in new people who don't fit the culture. management of developers is not good. company is more silo'd and each team more secretive than ever. they have people with no development knowledge managing developers and giving them unrealistic tasks for their timelines.,"We appreciate your honest feedback. Our firm’s significant growth over the past few years has meant bringing in many new people, and we have found immense value in the new perspectives coming from that talent. We know there is still work to be done to maintain our culture as the company grows, and we can’t lose sight of it. We’re similarly focused on making sure that collaboration happens thoughtfully. When we can bring individuals and teams together to solve problems, we do. Due to the proprietary nature of some of our projects and systems, it’s not always possible. We’ll continue to work on confronting the siloes that do exist and encouraging people to identify where we can have meaningful exchange of skills, ideas and work product. Moving into a management role can be a challenging transition, especially when you take on responsibility for work that isn’t in your area of expertise. We’ve seen it work really well and we’ve seen it require more coaching and support. We’ll use your feedback to continually improve our management practices.",2.0,2.0,2.0,3.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Tue Jan 30 2018 13:55:01 GMT-0500 (Eastern Standard Time),,, ,ok,I have been working at DRW,0,It is just ok company to work,none at the time. I think it is normal,Thank you for sharing your experience on Glassdoor.,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Oct 10 2017 10:49:30 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Great Company!,I worked at DRW full-time,0,Great culture where there is openness about new ideas. Work life balance is also great.,"As a result of the expansion over the past few years, the partners are less involved in the day to day management of groups. But this is the case for most large organizations. At least they are involved enough to provide support to groups to ensure their success.","Thank you for your feedback. Being open to new ideas has always been part of the way we work, and we’re glad you experienced this during your time at DRW. As you mentioned, leaders often focus more on strategic direction and less on daily management as an organization grows. We’re fortunate that our executive committee, the members of which are responsible for critical decisions across the business, have been together for nearly 20 years and work closely with senior managers to align the day to day work to the bigger picture.",4.0,5.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Sep 12 2017 07:44:37 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great place to work,I have been working at DRW full-time,0,"Flexible work environment, smart people",Not enough turnover to get rid of people who don't perform,,5.0,,,,,,,,
Fri Aug 18 2017 06:37:55 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Current Employee ,Great Experience,I have been working at DRW full-time for more than a year,0,"I've experienced a really open and collaborative culture at DRW. People are kind, intelligent, receptive to feedback and open to new ideas. The work is challenging but interesting and rewarding. You're constantly given new opportunities to hone your craft - ie. internal mobility, new research projects. Also, the amazing perks and benefits don't hurt.",I would like more formalized education across the firm. The new hires and interns get a great education program - why not have similar programs throughout the year for back and front office roles?,Thank you for sharing your positive experience at DRW. That’s great feedback. We agree with you and have already taken steps to extend our University Education program to everyone at DRW that would benefit from these classes.,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 27 2017 11:06:34 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Pull the curtain back,I have been working at DRW full-time,12,It's a good firm with lots of talented people who work very hard from top to bottom. Salary and benefits are good and the offices are nice.,"I will name a few issues, but really they are the symptom of a larger problem. They advertise great technology and charge you for it, but there is no significant technology that they can offer a trading group. Anything proprietary is generally owned by a different division and you will likely not have access to it. All the groups are separate. There is no collaboration, and that is somewhat by design. It's a collection of business with shared resource, so understand you will not get help with much unless it's pedigree items like hardware purchase or technical support. If you are a trader or have a trading business you are siloed off. Really they have mostly become a glorified backer of trading strategies, or if that was always their model it's not always advertised that way. There is definitely a shakeup in management. Lot's of recent defections, retirements, shifting of duties. That could end up being a good thing, but transition is hard. If they can find a way to set the tone for a little more collaboration DRW would be really great. Lot's of resources allocated to anything bitcoin or real estate, but they have such a good shell of a trading company that is ready to be rebuilt. Some divisions do great, but given the resources some cooperation at management and a more focused path would allow them to really move back to the top of the trading space where they really do belong.","We only get better when we acknowledge and act upon the things we need to improve, so we appreciate your honest feedback. Collaboration is critical and an area of focus for the firm – but as any organization grows from 100 people to more than 750 in just over a decade, the way people work together evolves. It's really important that collaboration happens in a thoughtful manner, and that decisions about resource allocation are driven by data. We recognize that what goes into those decisions isn't always visible throughout the organization. The industry is changing quickly and our business must do the same. That means transition and evolution for us internally, but it also means significant opportunity.",2.0,2.0,3.0,4.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Jul 05 2017 16:05:20 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Good,I have been working at DRW full-time,1,Place To Work. Very Friendly,People and they care a,Thanks for letting us know about your positive experience,5.0,,,,,,,,
Wed Mar 15 2017 05:26:54 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Trader Review,I worked at DRW full-time,4,"The catered daily lunches are a big plus, you get to work with a lot of very smart people. Nice office.","Upper management is detached, and traders are substantially underpaid. Groups are charged ""expenses"" which is essentially another profit center for the partners, in addition to already low percentage deals.","Thank you for your comments. We know compensation is one of several key elements that drives employee satisfaction. We won’t see eye-to-eye with every employee on this topic, but we do aim to reward individual results and set compensation based on individual as well as team performance. We believe that our compensation framework is fair and competitive and promotes the outcomes and values we feel are important. When it comes to expenses, we regularly review how they’re allocated, look for ways to reduce them where it makes sense, and focus on how to get more productivity out of our trading strategies. It’s not always easy but we are always looking for ways to be better.",3.0,4.0,3.0,2.0,2.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Mon Jan 30 2017 16:35:35 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Former Employee ,Good,I worked at DRW full-time for more than a year,0,Learned about trading fundamentals which was a great compliment to ones quantitative/data analytical skills,"Compensation isn't that competitive, can be hard to move up.","We’re happy to hear your experience at DRW was positive. We try to support employees to grow within DRW - through different strategies, products, systems or roles - but there is always opportunity to do more. It’s important to us to reward results, and we aim to compensate our employees in a way that is both competitive and commensurate with individual performance. We really appreciate your feedback.",5.0,5.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Jan 25 2017 19:59:09 GMT-0500 (Eastern Standard Time),,,Former Employee ,Great Company,I worked at DRW full-time,0,Much cares are provided to employees,non that I am aware of,We’re glad you enjoyed your time at DRW. Thank you for taking time to share your experience on Glassdoor.,5.0,4.0,5.0,5.0,5.0,5.0,,,
Thu Oct 20 2016 21:49:04 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Not what it used to be...,I worked at DRW full-time,5,Good salary. Very good benefits. Decent work / life balance for finance. Many company events if you're into that kind of thing.,"Firm has gotten very 'clunky' and slow moving as it grew - either things don't get done or they take forever. Partner disagreements, partner turnover, lack of ability to manage, and lack of understanding of today's markets are largely to blame for this. Very high desk costs relative to most prop firms.","Thanks for your feedback. Maintaining agility and efficiency is a key aim for us, but it can certainly be challenging to achieve every day in a business as diverse and growth-oriented as ours. We sincerely appreciate your points about prioritization, management and costs – three areas where we’re always looking for ways to improve.",2.0,3.0,2.0,1.0,2.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Thu Oct 20 2016 13:24:01 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trader Assistant in Chicago, IL",Poorly Managed Arrogant People,I worked at DRW for more than a year,3,Lot of Cash if you have ideas,"so much politics, partners and managers so arrogant , ridiculous turn over","Thank you for providing your feedback. We’re disappointed to hear about your experience. While we don’t feel it represents the experience of most DRW employees, we do take the feedback very seriously. We continue to focus on hiring people who enjoy collaboration and are open with their colleagues and direct reports.",3.0,4.0,2.0,3.0,4.0,1.0,Approves of CEO,,
Mon Jul 25 2016 02:39:23 GMT-0400 (Eastern Daylight Time), Wireless Engineer Project Management,"Chicago, IL",Former Employee ,Awesome Place!,I worked at DRW full-time for more than a year,0,"To many to count! High Moral,Great Team, Great Support. People there really know what they are doing! Free breakfast & lunch as well. People are willing to help you.","Really there are no  here. Just a great company to work for, if your willing to commit.","Thank you for your input. We’re proud of the results-driven and supportive environment that we’ve built at DRW, but most of the credit goes to our employees. They have developed and nurtured the culture here and they make us great.",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat May 21 2016 10:45:07 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Current Employee ,Great Company,I have been working at DRW full-time for more than 5 years,4,"Great people. Great benefits. game room is awesome. If you work under a great partner, you're blessed.","If you're stuck in a bad group, you better leave the firm.",,5.0,4.0,5.0,3.0,5.0,5.0,Recommends,Positive Outlook,
Mon Apr 11 2016 04:36:58 GMT-0400 (Eastern Daylight Time),,, ,Trading Analyst,I worked at DRW,1,Great company that allows for intellectual growth,Has become a large company and growth opportunities have began to dwindle,,4.0,3.0,4.0,4.0,4.0,5.0,Approves of CEO,,
Mon Mar 21 2016 12:14:09 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great culture and company values,I have been working at DRW full-time,2,"The culture at DRW is fantastic - While we do work really hard, it has been pretty easy to maintain a good work/life balance. The people are innovative, smart, and creative. With my previous experience being at a really large company, it is great to see DRW is open to change and management is able to be agile when necessary. As the company grows, management is doing a nice job of maintaining core values.","The demanding environment may not be for everyone. There is great opportunity for entry-level training, but would like to see more training opportunities for experienced employees.",,5.0,4.0,5.0,4.0,4.0,4.0,Recommends,,Approves of CEO
Tue Feb 02 2016 09:34:21 GMT-0500 (Eastern Standard Time),,,Current Employee ,A great place to work - offers any support you need.,I have been working at DRW full-time,2,"They want to ensure you have everything you need to do your job well, and will go above and beyond to provide it to you. During the interview process, they really highlighted the entrepreneurial spirit of the company and that completely rings true. You are empower to do anything you need to succeed, as long as your idea is based in fact & research. There are a ton of super smart people here that make it a great place to grow and start your career.","Stakes are high, and the company expects a lot from you, but as I mentioned above they are willing to offer you any support you need to make sure you meet and exceed their expectations.",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Jan 31 2016 02:38:40 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,Great place to work so far.,I have been working at DRW full-time for less than a year,2,"Trading side: Well-known and respected firm in fixed income, commodity, and currencies. Work with some very intelligent and passionate traders, software engineers, quants. Very aggressive, forward-thinking firm that is willing to put capital toward trading ideas as long as you have done your research. Company side: Free breakfast and lunch everyday, unlimited healthy snacks and drinks. Good compensation and lots of benefits if you are interested in opting-in. Lots of company events like developer speaker series, poker nights, chess, yoga classes, chair massage, wine tasting, etc. They are not stingy and is willing to spend money to keep their employees happy and healthy.",Sometimes the hours are long and it can get pretty grueling. Expenses can run pretty high for the traders.,,5.0,2.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Feb 20 2016 14:20:09 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Current Employee ,Smart & passionate,I have been working at DRW full-time for less than a year,0,"The people here are really smart and passionate about what they do - and driven to succeed. It's definitely a place where you're rewarded for working hard and delivering. The partners care about the firm and employees. Great perks and benefits, and good commitment to philanthropy.","Because the firm is still trying to adjust to being large, decision making at the top isn't always smooth.",,4.0,4.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Feb 05 2016 13:20:25 GMT-0500 (Eastern Standard Time),,,Current Employee ,Anonymous Employee,I have been working at DRW full-time,0,"DRW is a great place to work. I work with some of the best and brightest in the industry which keeps me motivated. Great culture, good compensation, lots of benefits and nice perks.",Demanding environment but for the right person it keeps things interesting and makes everyday different.,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,,Approves of CEO
Tue Jan 26 2016 20:38:12 GMT-0500 (Eastern Standard Time),,, ,"Great place, great people, low pay or room for growth if you're in a back office role",I worked at DRW,5,"-great perks -great, intelligent people -nice office environment",-no room for growth in a back office role -compensation for back office roles not very competitive for work output,,3.0,4.0,5.0,2.0,2.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Tue Dec 22 2015 05:54:44 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Trading Operations in Chicago, IL",Trading operations,I have been working at DRW,3,"Surrounded by very bright people pushing you to do better. Great free breakfast and lunch, solid benefits","long hours, high pressure job, but not unlike others in industry. Opportunities to move around can be slim. Fairly high turnover",,4.0,3.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Sep 23 2015 20:45:43 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Accounting Intern in Chicago, IL",Great Place to Intern,I worked at DRW,0,"I was given plenty of opportunity to do meaningful work as an accounting intern. The accounting team helped me get acclimated and learn while allowing me to actually contribute. Along with the free meals, casual dress code and generally relaxed environment, it was a great place to work.",The relatively small size of the accounting department makes it hard to say what future career opportunities DRW will have - but this is also an advantage for an intern because you get the chance to really know everyone.,,5.0,5.0,5.0,,,,Recommends,Neutral Outlook,Approves of CEO
Mon Jul 27 2015 21:37:48 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trader in Chicago, IL",DRW Trading,I worked at DRW for more than 3 years,3,Good culture and benefits. Food everyday is a good perk. Decent health care options. Results based environment allows the best people to succeed.,The environment can be very stressful at times. Employees must constantly prove themselves. There could be more of a training program.,,3.0,,,,,,,,
Sat May 30 2015 11:15:06 GMT-0400 (Eastern Daylight Time),,,Former Employee ,"good intro to trading, but not the place to build your career",I worked at DRW full-time,3,"At DRW, you can work with some intelligent people on some very challenging issues. DRW has a fast-paced environment that can provide some great experiences. DRW also has some good health benefits and has free lunch and snacks.",Quality management and planned career development are non-existent depending on which department you are in. Opportunities for growth depend highly upon your manager and who you are friends with within DRW.,,2.0,3.0,2.0,1.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Sat May 16 2015 14:03:55 GMT-0400 (Eastern Daylight Time),,, ,Pretty good,I worked at DRW,1,"It was a great experience, lots of smart people, i could learn a lot from the people there","Very strange location, not as much facetime with the more experienced traders as I would've wanted",,4.0,,,,,,,,
Sun Apr 12 2015 22:56:51 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Former Employee ,trader,I worked at DRW full-time for more than 5 years,2,pay is good hard to beat,long hours and constant pressure,,3.0,2.0,2.0,3.0,4.0,2.0,Recommends,Neutral Outlook,
Thu Feb 26 2015 06:51:34 GMT-0500 (Eastern Standard Time),,, ,Good fun experiance,I worked at DRW,4,"Great training, lots of intelligent people working around you, high pace, great work environment",this company expects you to work long hours for them and they require am intern course.,,5.0,,,,,,,,
Sun Feb 08 2015 22:33:44 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,very political place,I worked at DRW full-time for more than 3 years,5,"free breakfast, lunch, flexible working hours for backoffice positions, very bright office environment, yoga, health insurance, etc. benefits","a lot of behind-the-door conversation, minimal collaboration between different groups, very hierarchical corporate structure, extremly high turn-over rate for fresh graduates",,3.0,5.0,3.0,3.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Tue Jan 20 2015 15:02:50 GMT-0500 (Eastern Standard Time), Trading Analyst,"Chicago, IL",Former Employee ,"Good place to work, but make sure you want to work here",I worked at DRW full-time for less than a year,3,"Great benefits, good employees, good pay structure to start, good training",they put an emphasis on education and it's only for the first 5 weeks. traders often leave early or are hard to talk to. you really have to make it on your own. They are still developing traders as if its the 90s or the 2000s. Didn't really see much room to grow.,,3.0,2.0,4.0,3.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Tue Oct 28 2014 12:47:30 GMT-0400 (Eastern Daylight Time), Software Engineering,"Chicago, IL",Current Employee ,Great place to work,I have been working at DRW full-time for more than a year,3,"Great compensation, nice perks and benefits. Job is extremely fast-paced, organisation is quite meritocratic. No-BS mentality. Some of the people are extremely smart but not all. Most people are street-smart rather than book smart.","Very hard work, minimal collaboration between groups, occasionally this leads to issues / conflicts, but nothing serious. Really very few cons. Company lacks a strong quantitative culture, it retains the old floor trading mentality although the quality of software engineers is very high.",,4.0,,,,,,,,
Thu Sep 04 2014 15:49:25 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,"Great business people, political IT managers",I worked at DRW full-time for more than a year,4,"good benefits, game room, decent pay",some IT managers do nothing but politics,,3.0,4.0,4.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 31 2014 09:05:32 GMT-0400 (Eastern Daylight Time), Trading Intern,"New York, NY",Current Employee ,Good,I have been working at DRW full-time for less than a year,1,Good work life balance and good compensation,Some of the people were arrogant,,4.0,4.0,4.0,4.0,4.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Sun Jun 01 2014 17:36:21 GMT-0400 (Eastern Daylight Time),,,Former Employee ,World class prop shop that does a lot to take care of the people that work there.,I worked at DRW full-time for more than 3 years,3,"It's competitive and people in every area are held accountable for their individual and team/desk performance. So if you're looking for an easy job where you don't have to try, this isn't the place. But if you want to work hard and grow quickly, DRW is great.","It's a trading company. So, there's a lot of machismo and it's a bit of a drinking (after work) culture, but there are some women traders/quants/software engineers/IT and",,5.0,4.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
