date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Mar 06 2014 05:12:37 GMT-0500 (Eastern Standard Time), Senior Trader,"Chicago, IL",Current Employee ,Opportunity to learn and move up fast.,I have been working at TransMarket Group full-time for more than 3 years,1,"Everything is merit-based, if you are good you move up fast. A lot of great minds and sharing of strategies/technology. Management cares about employees and tries hard to put them in positions where they can excel. Great office culture - laid back but competitive","Long interview process, sometimes long hours (but not like i-banking)",,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Feb 07 2014 07:50:59 GMT-0500 (Eastern Standard Time), Senior Trader,"Chicago, IL",Current Employee ,Great firm - rewards hard work and encourages creative thinking,I have been working at TransMarket Group full-time for more than 3 years,1,-Very strong work ethic among employees -Two free catered meals each day -Strong communication between management and traders -Stress on risk management - rigorous process for risk approval -Collaboration across desks and knowledge sharing -Casual and friendly environment -Significant opportunity for growth and employees gain responsibility early -Bonus diversification across entire firm and fair bonus structure -Many free social firm events including a corporate skiing retreat,Long and difficult interview process,,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sat Jul 27 2013 21:46:20 GMT-0400 (Eastern Daylight Time), Trader,,Former Employee ,"Terrible company, incompetent management.",I worked at TransMarket Group full-time for less than a year,3,"You can trade more or less how you want to as long as you don't lose money, flexible work hours. Good stepping stone to learn then go somewhere else.","Management has no direction for the company, Doug Adams is worthless and short sighted. They fire traders who are up money. Wastes tons of money on IT. Most of the intelligent traders there have left or is looking to leave. Discretionary payout that probably won't reflect what you contributed. Best bet here is to get a good track record going, then negotiated a better deal elsewhere.",,1.0,3.0,1.0,3.0,1.0,1.0,Doesn't Recommend,Negative Outlook,
Tue Jun 18 2013 19:43:19 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Current Employee ,Strong firm,I have been working at TransMarket Group full-time for more than 3 years,1,It's exciting to work here. It has the feel of a start up. Management does a great job at growing and strengthening the firm. The annual ski trip is a ton of fun. I like how everyone is open to sharing ideas and is willing to spend time helping each other out.,Don't really have any complaints.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Mon May 06 2013 15:32:05 GMT-0400 (Eastern Daylight Time), Junior Trader,"Chicago, IL",Current Employee ,Junior Trader,I have been working at TransMarket Group full-time for less than a year,4,"I graduated from a top financial engineering graduate program in December and started work at TransMarket Group in January. My experience so far has been overwhelmingly positive. Junior traders are handed significant responsibility soon after joining the firm. Learning is hands on and takes place on the desk directly from top traders. I interned for a major investment bank over the summer and this place blows it away. The casual environment makes TMG feel much more like a Silicon Valley start-up than a stuffy corporate workplace. The structure is flat and the sky is the limit. If you are hungry, analytical, and fascinated by trading and financial markets, then TransMarket Group is the place for you.",I can't think of any major cons. You start out working Asian or European hours but the markets are typically slower and so it's the perfect time to learn. Traders work 50+ hours/week but if you aren't willing to work hard then you are in the wrong industry.,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sat May 11 2013 09:59:51 GMT-0400 (Eastern Daylight Time), Senior Trader,"Chicago, IL",Current Employee ,Senior Trader,I have been working at TransMarket Group full-time for more than 3 years,1,"I am an engineering graduate from a top school and have traded on my own and with other firms. I have been extremely impressed with the approach, talent level, and culture at TransMarket. I have learned a lot and have been able to significantly improve my trading by interacting with other traders and management. Compensation is very fair and appropriate, and provides exposure to both the results on the trading desk as well as at the firm overall. I believe TransMarket is well positioned for the markets we have today and what we will see going forward, and I feel fortunate to have the opportunity to participate.",The financial sector in general faces regulatory uncertainty over the next few years.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sun Apr 21 2013 11:08:00 GMT-0400 (Eastern Daylight Time), Junior Quantitative Trader,"Chicago, IL",Current Employee ,Junior Quantitative Trader,I have been working at TransMarket Group full-time for more than a year,1,"I joined TMG right after I obtained my PhD degree in mathematics. I really enjoyed the team-based culture and competitive and challenging working environment. I did learn a lot of trading experience which is far more than I expected. It's like everyday I will learn something new both in terms of trading and modeling, very excited. I feel really lucky to choose this job rather than a pure quant job in banks or other firms. The company also organizes many AWESOME events where everyone can really get involved and enjoy. As a foreigner, it helps me a lot to learn and get involved into the American culture. As far as the pay structure, the starting base salary is relatively low compared with many other firms, especially compared with pure quant job. But bonus could be HUGE, where you will find at the end of the year, your base salary is only a small part of your total compensation. You will get a fair amount of what you contribute to the company. I like this structure since it always motivate me to work hard and improve since I can see positive result quickly.",have nothing to mention really,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sun Apr 14 2013 09:23:52 GMT-0400 (Eastern Daylight Time), Trade Logic Developer,"Chicago, IL",Current Employee ,Trade Logic Development,I have been working at TransMarket Group full-time for more than 3 years,3,"Trade Logic Development is a optimal blend between trading and technology. There is one trade logic developer for every trading desk. There is a enormous amount of learning in this role related to various different trading strategies, quantitative techniques and at the same time many software development techniques for trade development and optimization. The core software development team and the traders are very friendly and approachable which makes the trade logic team develop trading applications more efficiently. There is a good synergy across teams. The summer training program is very useful for trade logic developers with less finance or quantitative background. Management is transparent with its policies and it has a flat hierarchical structure. The management has good planning and long term vision and is the strongest point of the company. Best part of being an employee is work culture, sponsored ski trips, building activities and catered lunches and breakfasts.",the recruitment process is very intensive and long.,,5.0,4.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,
Tue Mar 05 2013 03:39:21 GMT-0500 (Eastern Standard Time), Junior Trader,"Chicago, IL",Current Employee ,Junior Trader,I have been working at TransMarket Group full-time for less than a year,1,"I find the environment very casual and easy to work in: (very) casual dressing, ping pong table on the floor, young employees, food is paid by the company and delivered on the floor. Everyone is pretty laid back. There are also a few social events organized and paid by the company (3d ski trip in Colorado, Restaurants, GoKart...etc). Everything is done to have the employees working in the best conditions. TMG is all about merit though: what you get out from that company is what you put in. Employees start trading very quickly and get granted more responsibilities if they perform well. This is a very flat organization where all that really matters is performance (fixed salary is fairly low - 50-60k for a junior tarder, but the bonus can be very high - several hundred thousands after 1-2y of exp)",- flat organization so being promoted roughly only means that you get the opportunity of working on a larger desk. It's not like a big bank where you can maybe more easily start a career and work there all your life. - It is possible to work overnight for up to 2 years when you start as a junior trader (Asian or European shift),,5.0,4.0,5.0,3.0,5.0,4.0,Recommends,Positive Outlook,
Tue Feb 26 2013 13:34:52 GMT-0500 (Eastern Standard Time),,,Current Employee ,Junior Trader,I have been working at TransMarket Group full-time for less than a year,1,-very challenging environment where you will get early responsibility as opposed to an IB -collaborative culture -down to earth people -laid back environment,-Do not have anything to mention,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,,
Fri Feb 15 2013 11:49:44 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Current Employee ,"well run, good office morale",I have been working at TransMarket Group full-time for more than 3 years,2,"-New management has really turned the company around. Everything very fair, what you get out of this company is what you put in, bonuses are generous. -Culture is very conducive to learning, everyone working with each other and sharing ideas.",-50hr work week is expected,,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,
Fri Jan 06 2012 15:42:34 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Trader in Chicago, IL",required to work hard but unfair compensation,I worked at TransMarket Group,1,It takes relatively short time to trade on your own.,"Unstructured job rotation and unfair compensation. Compared with the contribution they expect you to make, the compensation is poor, resulting in high turnover ratio.",,1.0,1.5,3.0,2.0,2.5,,Doesn't Recommend,,
Sat Aug 21 2010 12:05:02 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Derivatives Trader in Chicago, IL",I work as a trader,I have been working at TransMarket Group,1,Very challenging and you learn a lot. Ability to make a lot of money potentially. Very fast advancement,"Would like to gt a better shae of my success, not enough training and further development of traders",,4.0,5.0,3.5,4.0,4.0,,Recommends,,
Fri Aug 20 2010 09:22:28 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trader in Chicago, IL",Firm is falling apart.,I worked at TransMarket Group,1,"laid back culture, no dress code","Management is terrible, lacks direction, bonuses delayed or taken away for no real reason,",,1.0,4.0,1.5,2.5,1.0,,Doesn't Recommend,,
Mon Aug 16 2010 07:52:11 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trader in Chicago, IL","Continual turnover, not many employees have been there more than 2-3 years.",I worked at TransMarket Group,1,Everyone is young and naive. Lots of Big Ten grads.,"Management, 5 Year Contracts, Big financial promises that are never delivered on for anyone. Bonuses get delayed for months and months, and they look for any reason to delay or cancel your bonus.",,1.0,1.5,1.0,2.0,1.0,,Doesn't Recommend,,
Mon Oct 02 2017 07:43:55 GMT-0400 (Eastern Daylight Time), Junior Trader,,Former Employee ,"Good firm, structure and management could be improved",I worked at TransMarket Group full-time for more than a year,0,Very laid back environment Many perks Lots of brainstorming,The backoffice often is not efficient,,4.0,4.0,4.0,4.0,5.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Tue Jan 03 2017 05:39:39 GMT-0500 (Eastern Standard Time),,, ,advice,I worked at TransMarket Group,0,"vacation days, we have a lot","we work a lot but that""s ok",,4.0,3.0,5.0,3.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Feb 24 2016 08:28:31 GMT-0500 (Eastern Standard Time),,Chicago,Junior Trader in Chicago,First Year as a Junior Trader (Junior Relative Value Arb Trader),I have been working at TransMarket Group,4,"When you first start there is an in depth classroom based training program paired up with a few trading desk mentors. From here you get to move up at your own pace- depending on how quickly you pick up concepts\modeling and how well you execute the initial working strategy they give you. This is one of the key things they do right relative to the firms my friends work at. They give you an existing model that is making money and your goal is to fine tune it\come up with new ones. Once you do- you move up. -I have a masters degree from a top institution, and I would look at the initial training program as a PhD on steroids. While it was perhaps too aggressive due to balancing courses and work, everyone learned a lot. - Meritocracy- I was able to gain responsibility quickly and was just rewarded extremely well via bonus and promotion for my work this year -Culture- Everyone shares ideas, hangs out on the weekends, and encourages eachother- it reminds me of undergrad or a varsity team. In addition to this, they really have a no Ahole rule. Most people seem to volunteer and there is a matching charity program (I am told this is the first year for it though) -Team- I knew the team was smart when I joined- but I am in awe of the team TMG has put together. This ranges from the top students from top undergrad\grad\PhD programs, to top experienced software engineers, to senior level employees who have either run their own hedge fund or been a senior level employee at top tier banks\hedge funds. There is a reason they have a collection of some of the top talent from their competitors while no one seems to leave for our competitors. They even have one of the best former PMs at Citadel ever. While he was there he was their largest PM. -There is a lot of room for expansion. They are constantly trying out new products\trades. While there is no set path on when you will become a senior trader- if you succeed you can ultimately run a huge portfolio fairly quickly. You get to explore ideas a lot (although this is mostly unstructured) -Top of the line technology and technologists -Benefits including annual ski trip (amazing bonding opportunity) and a lot of free dinners. Free meals for breakfast and lunch -Amazing growth in PNL and headcount the last 7 years (perhaps the best in the prop industry) -Our future growth plans (expansion into new products, etc)","- While the initial training program was fantastic, and my mentors through out the year have really helped me- I would have liked more TMG coursework through out the year. The CEO personally taught a good portion of the training program, and in a recent company email indicated this would be fixed next year - The flat structure with no set promotion cycle can be tough to stomach initially. Having said this, I am in my first 1.5 years and when I see people that have been there for 3 or more leading their own desks and are partner- I get excited - The firm seems to be understaffed for all of the projects that are in the pipeline. This doesn't make sense considering the total amount of applications they get. On the most recent ski trip I was told we get 15,000+ applications per year -Minor growing pains which can be frustrating in the short term- but it is understandable because the firm has grown by over 100 people in the past several years. -While it doesn't really matter once you are here- the other reviews are correct. The office space is not as nice as a top Hedge Fund\Ibank. Once you get past the aesthetics you should be fine. Most likely waiting for the lease to expire to get a better office -While salaries are comparable to some firms, I believe they are on the low end. All in compensation seems to be the best in the business when I talk to my friends at other firms (at least this year was- this is my first bonus) -As a junior trader about 99% of my time is spent on my trade. I would like to be able to work with other desks to brainstorm\bounce ideas. While there is nothing stopping me on this- I would like to see it enforced. On this note- I often do not have enough time to see big picture what areas the firm is growing\etc. It seems like every day we have a new trade idea getting tested. Ideally there would be more communication on firmwide strategy expansion plans so the junior traders can help. A lot of us would be willing to work more than the standard 10-11 hour work day if this was the case. -There is no formal rotation program -I put work life balance as a 2\5 but I think this is only for the first couple of years (as expected). Some people have to work Asia shift (while standard in the industry, it still sucks). There used to be a Euro shift but that has moved to their Swiss office.",,5.0,2.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,
Fri Sep 09 2011 02:04:43 GMT-0400 (Eastern Daylight Time),,Mumbai,Associate Trader in Mumbai,"Entire Managment is worst and They play with Peoples Carrer,Never Advice to work",I worked at TransMarket Group,1,Only good floor with bed management...,"Top managment was never cared about traders and lot of bonus was eaten away and after showing so much integrity they issued termination letter for no reason,horrible experience and same mgnt is operating another company centaurus in mumbai...",,1.0,1.0,2.0,1.0,1.0,,Doesn't Recommend,,
Mon Nov 15 2010 01:32:03 GMT-0500 (Eastern Standard Time),,Mumbai,Research Analyst in Mumbai,Protrading company,I worked at TransMarket Group,0,Best Enviroment flexible timing excellent place,"Internal Politics , too much intervation",,4.0,3.0,3.5,3.0,3.5,,Recommends,,
Fri Sep 03 2010 15:40:56 GMT-0400 (Eastern Daylight Time),,"London, England","Trader in London, England",Not bad place to work,I have been working at TransMarket Group,0,Get to learn from big traders,Entry level salaries very low,,3.0,2.5,3.5,3.5,3.0,,,,
